Source,Target,Gen_comp,ChrF,Cos_sim_t5,BLEU,RougeL
So i said.,So i said fine.,So i said.,51.3264675541,0.8805770278,0.0,0.8571428522448981
Oh wait mis what you checkout counters.,Oh wait a mi what did you do at the checkout counter.,Oh wait mis what you are doing at the checkout counter.,64.1418177306,0.9148167968,0.35722810851910414,0.6956521689224953
But did not get.,But did not get there.,But did not get to.,71.0379785842,0.9454382062000001,0.537284965911771,0.7999999950000002
You know i did her.,You know i did not want to thembarrass her.,You know i did not like her.,44.0934297482,0.7675431967,0.4630777161991027,0.7499999950781251
Well or we it you the.,Well or we could take it back you know in the.,Well or we will let it go to you the.,30.3227434705,0.8036375046,0.0,0.5714285664399092
Who her living from this.,Who makes his living from doing this . mhm.,Who makes her living from this.,52.9822989293,0.8716579080000001,0.0,0.7142857093877552
But anyway you they were teaching it way.,But anyway you know they were not teaching it that way.,But anyway you know they were teaching it the way.,77.9894691044,0.8388646841,0.5210833656670608,0.8571428521541952
It has way.,It has a real way.,It has to be done in a way.,32.1835490153,0.8022794724000001,0.0,0.6153846106508877
Because they were fucking me hard.,Because they were fucking me around so hard.,Because they were fucking me hard.,72.6065475603,0.9442747235000001,0.5313746898412454,0.8571428522448981
I did think they but i they maybe.,I did not think they were but i think they maybe are.,I did not think they were but i thought they might be.,67.6303181237,0.9793902636,0.591460168684858,0.7619047569160999
I us into that.,I mean let us look into pursuing that.,I am going to get us into that.,28.6192749161,0.8284515142000001,0.0,0.4999999950000001
And i you make good dingo.,And i said oh well you must make good dingo.,And i think you make a good dingo.,40.9847158512,0.884329915,0.0,0.6666666617283951
And you breadbox like your cabinet.,And said oh whwhen you see a dark brown breadbox like your cabinets.,And you have a breadbox like your cabinet.,47.36328795,0.8831641674,0.0,0.5714285667120181
They have real trails.,They have real pretty trails.,They have no real trails.,52.318617464,0.7835187316000001,0.0,0.7999999950000002
I voting favor of it.,I am voting in favor of it.,I am voting in favor of it.,100.0,1.0000001192,1.0,0.999999995
You are probably.,You are probably trying.,You are probably not.,66.3692941487,0.821985364,0.0,0.749999995
I like twentytwo kids.,I have like twentytwo kids.,I mean twentytwo kids.,60.3145143911,0.8742637634,0.0,0.6666666617283951
Me see if we milk.,Let me see if we have enough milk.,Me see if we can get milk.,39.0390720374,0.9105531573000001,0.0,0.5333333283555556
When you to be.,When are you going to be here till.,When you want to be.,20.1935498429,0.7933779955,0.0,0.6153846106508877
I if you sa.,I wondered if you would sa.,I would like to know if you could sa.,42.0787155979,0.9202543497000001,0.0,0.5333333285333334
It so it.,It had so much wrong with it.,It is so it is.,9.0239587163,0.6654283999999999,0.0,0.5454545408264463
They faith in system.,They lost faith in the system.,They have faith in the system.,71.1943817053,0.8255999088,0.6434588841607617,0.8333333283333335
But you see that is always me but it comes.,But you see that is always worked for me too but it comes back.,But you see that is always for me but it comes.,63.484434616,0.8414261341,0.4595289664603054,0.8799999950720001
I know somebody who a living musician.,I know somebody who makes a living as a musician.,I know somebody who is a living musician.,69.7381569829,0.9816385508000001,0.3229365231336652,0.823529406782007
I not had ice cubes september.,Only i have not had ice cubes here since september.,I have not had ice cubes since september.,73.6228567742,0.9635800123,0.4779995354275014,0.7777777728395062
If i way.,If i said no way.,If i go that way.,24.695027195,0.7837785482,0.0,0.5999999950000001
I do i thethey they did,I do not know i do not know thethey they did not.,I do not know i will thethey did not.,58.9125893042,0.9389612079,0.4008436038029662,0.874999995
And i you.,And i will catch you.,And i am not going to tell you.,24.7117015977,0.7062250376,0.0,0.4615384568047337
People have information they.,People have the information they need.,People have the information they need.,100.0,1.0,1.0,0.999999995
I had a few weeks.,I have had a few this week.,I had a few weeks.,38.9604080458,0.8049088717,0.0,0.6666666618055556
Never had that.,Never had that happen before.,Never had that.,47.6504273774,0.8671255708000001,0.0,0.7499999953125
He did me though.,He did not bow to me though.,He did not do me though.,67.6986661278,0.8600082994,0.0,0.7692307642603551
From lifting up hood and it.,Just from lifting up the hood and looking at it.,From lifting up the hood and it.,60.2184743162,0.9454905987000001,0.40866465020165643,0.7058823480968859
And all about sick barbara jean she tiny and.,And told all about how sick barbara jean was when she was tiny and.,And all about the sick barbara jean she was tiny and.,66.5453337915,0.9551303387000001,0.3716357179377662,0.8333333283680556
So those would just places.,So those would just be places to start from.,So those would just be places.,69.0948788137,0.9054520130000001,0.547792768234123,0.7999999952000001
Big or go all.,Go big or do not go at all.,Big or go all the way.,21.4977906134,0.9000028372000001,0.0,0.4285714236734694
And then it comes insulin do.,And then it comes down when the insulins finally do get working.,And then it comes to insulin do.,37.3537523317,0.8622475266,0.20479259709128803,0.5263157848199447
They got office here in nappa.,They have got an office here in nappa.,They got an office here in nappa.,79.6234922872,0.9864989519,0.767279645960659,0.9333333283555556
Any question way up norm.,Have any questions on the way up ask norm.,Any question about how far up the norm.,38.171059365,0.8047934175,0.0,0.23529411266435996
Now you are going back.,Now you are not going to go back.,Now you are going back.,50.5448836388,0.8742554188,0.0,0.7692307644970415
You not see him.,You should not see him again.,You do not see him.,39.4004441613,0.7409013510000001,0.0,0.7272727223140496
And play sides b a side b.,And play side a then side b then side a side b.,And play sides b a side b.,43.4279852766,0.9397556186,0.22871025343125118,0.8333333283333335
Where you they.,Where would you suggest they would go.,Where do you think they are.,20.5399862837,0.8296777606,0.0,0.4999999950000001
Without the risk of killed.,Without running the risk of getting killed.,Without the risk of being killed.,56.8707370991,0.9671492577,0.0,0.7692307642603551
I did see her.,I did not see her.,I did not see her.,100.0,1.0,1.0,0.999999995
I on them.,I always comment on them.,I am going to put on them.,34.2844212044,0.7394378185,0.0,0.499999995138889
And he that bag it his back again.,And then he picked that bag up put it on his back again.,And he put that bag on his back again.,50.6245724572,0.9719172716000001,0.33109672637308174,0.7272727224380167
It is like i need talk windham those.,It is like i need to talk to windham about this.,It is like i need to talk about windham.,68.3905595061,0.9308626056,0.5719114362491121,0.8421052581717452
Oh these sounds.,Oh that sounds great.,Oh these sounds.,35.0280463918,0.7701712847000001,0.0,0.5714285665306124
You see it.,You know to see it.,You can see it.,36.371833122,0.8678913116,0.0,0.6666666617283951
For them you.,For them you know.,For them you know.,100.0,1.0000004768,1.0,0.999999995
Now mister collins like that.,Now mister collins may not like that.,Now mister collins like that.,72.7632299826,0.8733928204,0.0,0.8333333284722222
And they two oldest one ten.,And they looked the two oldest ones looked like ten.,And they have two oldest ones one ten.,48.8723080813,0.9010746479,0.0,0.7058823479584776
Groucho one heart.,Groucho got one heart.,Groucho one heart.,67.6471145066,0.9644604921000001,0.0,0.8571428522448981
She twice as he.,She is like twice as big as he is now.,She was twice as he.,30.1429653255,0.8935436010000001,0.0,0.6153846106508877
I they ask.,I know they still ask.,I think they ask.,25.5043832348,0.8544811010000001,0.0,0.6666666617283951
Oh i i.,Oh i know i know.,Oh i i.,14.7620439378,0.8147540689,0.0,0.7999999952000001
I said you me better than i myself.,I said how do you know me better than i know myself.,I said you know me better than i do myself.,66.8145517706,0.9196591973,0.4872749261474147,0.8571428521541952
How is labor today it power.,How is labor today mobilizing its great power.,How is labor today it has power.,49.1142962527,0.9090855122,0.3628241434631103,0.6666666616888889
Not round stones moon but stones.,Now not round stones like the moon but jagged stones.,Not round stones like moon but stones.,62.6182211118,0.9187798500000001,0.0,0.6666666618666668
You know who i will.,You know who i will stick up for.,You know who i will be.,57.5069928907,0.8783739805,0.48354474047437324,0.7142857093877552
It is too sun did come.,It is too bad the sun did not come out.,It is too hot to say that did come.,32.0252149914,0.7533451319000001,0.0,0.5263157844875347
Yeah she investments officer.,Yeah she was meeting with a investment officer so.,Yeah she is an investment officer.,53.2892308281,0.9303269386,0.0,0.5333333285333334
And he fred i to you here.,And he goes fred i want to talk to you come here.,And he said fred i want to come to you here.,51.2129838068,0.9300924540000001,0.29870890224221003,0.7619047569160999
And the uhs the seventhirtyseven four.,And watch out for the uh the seventhirtyseven four.,And the uhs the seventhirtyseven four.,64.5476824971,0.8920782804,0.29640095400745814,0.6153846106508877
He there is conflicts.,He feels there is a conflict.,He said there is a conflict.,70.699571632,0.9499676228,0.6434588841607617,0.8333333283333335
They come oba.,They had apparently just come from oba.,They come from oba.,40.6480491911,0.8940333128,0.3880684294761698,0.7272727226446282
Let them that he was that.,So let them know that he was doing that.,Let them know that he was doing that.,91.0345844152,0.9847009182,0.7725505949016372,0.7999999950222222
I do get this.,See i do not get that.,I do not want to get this.,34.7183467078,0.7565649152,0.0,0.4615384565680473
The farm they had uh.,Even living on the farm they all had uh.,The farm they had had uh.,40.5226654948,0.8737868071,0.0,0.5714285668367348
There was just so this whole.,There was just so much to this whole.,There was just so much in this whole.,83.184558311,0.9842950106,0.5969491792019646,0.874999995
Who knows a thing when he is it them up.,Who knows a good thing when he is on to it calls them up.,Who knows a thing when he is doing it to them up.,57.2173643521,0.7471104860000001,0.3207310180540508,0.7692307642603551
And you can proposals twenty north clark street.,And you can drop off those proposals at twenty north clark street.,And you can make proposals twenty north clark street.,68.3663534341,0.9026099443000001,0.4008436038029662,0.7619047570068028
Do you what you dr.,Do you know what you want to dr.,Do you know what you are doing dr.,64.7372510426,0.8751806021,0.5133450480401704,0.7142857092857143
You have it the middles.,You do not have it in the middle.,You have to have it in the middle.,70.4117729009,0.8765513897,0.6104735835807844,0.7999999950222222
I thought you how to this.,Here i thought you knew how to do this.,I thought you would know how to do this.,63.8489503825,0.9624062777000001,0.4518010018049224,0.6666666616666668
But if you there are registers.,But if you notice there are no registers in here.,But if you are not there are registers.,56.2666613964,0.8087263107,0.0,0.7058823480968859
No you it.,No you should see it.,No you know it.,24.7612397425,0.7648915052,0.0,0.6666666617283951
I will worry it.,I will not have to worry about it.,I will not worry about it.,67.9618827574,0.9357434511,0.44683107184405757,0.8571428522448981
Their life drawn christ.,Our life is drawn from christ.,Their life was drawn drawn by christ.,44.8992098537,0.8901911974000001,0.0,0.4999999950000001
Like we every bad thing could in my families.,Seems like we have got every bad thing there could be in our family.,Like we could do every bad thing in our families.,49.35488877,0.8797187805000001,0.0,0.499999995138889
I think it would.,I think it would be wonderful.,I think it would.,52.137860485,0.8713351488000001,0.4739878501170792,0.7999999952000001
And he that bag down and he.,And then he put that bag down and he dug in again.,And he put that bag down and he was.,57.4987240935,0.8514269590000001,0.5040341474964315,0.7368421003878117
Your ankle together darren.,Put your ankles together darren.,Your ankle is together darren.,75.1174565774,0.9378720522,0.0,0.3999999950000001
You can that.,Now you can open that.,You can do that.,33.115677216,0.8105996251,0.0,0.4444444395061729
And we lifetime that.,And we spend a lifetime that is right.,And we live a lifetime like that.,42.7540493193,0.9039415121000001,0.0,0.6666666616888889
I will him call.,I will give him a call.,I will call him.,33.6444229191,0.9843574166000001,0.0,0.5999999952
These does make any senses,Maybe maybe this does not make any sense to.,This does not make any sense.,63.0901288481,0.8838868737000001,0.41917424905767126,0.6666666618666668
And we that as we look moses.,And we are going to see that as we look at moses.,And we do not know that as we look at moses.,59.0830310691,0.8532720208000001,0.525045957788985,0.6666666616780046
He real and i had your interview,He was real young and i had my interview in the.,He was real and i had your interview.,54.2482030733,0.8734851480000001,0.0,0.7368421003878117
Which adds bits.,Which adds a bit.,Which adds bits.,64.2394642395,0.9074946642,0.0,0.5714285665306124
They saw the man who had been possessed by the legion demons.,When they came to jesus they saw the man who had been possessed by the legion of demons.,They saw the man who had been possessed by the legion of demons.,74.9447854664,0.9551249146,0.643224856828013,0.7857142808163265
He iron with his multiples.,He is got iron with his multiples.,He irons with his multiples.,68.6496188843,0.9113780260000001,0.38498150077635496,0.6666666618055556
And say turn headings one six zero.,Just go ahead and say turn left heading one six zero.,And say turn heading one six zero.,58.3766463172,0.9405432343000001,0.36064528799877893,0.6666666619135801
Little water shane.,Lleave a little water in there shane.,Little water shane.,42.706433055,0.8821120262000001,0.0,0.3999999958
I horse things.,I do not do any horse things.,I am going to have to do some horse stuff.,23.4307847177,0.7774062157,0.0,0.39999999520000007
Owners managers et cetera.,Managerial owners managers et cetera.,Owners managers et cetera.,68.3133189618,0.9765789509,0.5475182535069453,0.6666666617283951
She them up for worlds.,She would not give them up for the world.,She hung them up for the world.,58.3215441525,0.8134166002000001,0.5506953149031837,0.7499999950781251
But that should not differences.,But that should not make any difference.,But that should not be a difference.,72.7842132556,0.9401682019000001,0.4111336169005197,0.7142857092857143
It a packagings of kinds of and red.,It had a packaging of like kind of white and red.,It is a packaging of all kinds of and red.,47.8083747464,0.8851922154,0.0,0.6315789423822715
It i be back shortly.,Try it out i will be back shortly . @end.,It i will be back in shortly.,54.701655578,0.8804916143,0.2493651438887133,0.6249999950781252
You had look.,You had to look close.,You had to look.,66.0314545762,0.8836705089,0.5789300674674098,0.8888888839506174
His mothers fortyeight when he.,His mother was fortyeight when he was born.,His mother was fortyeight when he was born.,100.0,1.0000002384,1.0,0.999999995
And there is to.,And there is going to be even.,And there is no to.,42.1550694272,0.6987877488,0.0,0.6666666618055556
You lady or nothing.,You get leading lady or nothing.,You know the lady or nothing.,53.6339095326,0.8383692503,0.4347208719449915,0.6666666616666668
I know what in,I do not know what is got in.,I know what in.,43.6547329121,0.7322698832,0.0,0.6666666622222223
Times crowd coming.,What time is the crowd coming.,The Times crowd is coming.,39.3057186773,0.864599824,0.0,0.36363635867768596
Well he like.,Well he would like.,Well he does not like.,42.7679680783,0.7942686677,0.0,0.6666666617283951
And i said this is what they are.,And i said well that is what they are going to think.,And i said this is what they are doing.,49.840081756000004,0.8470010161,0.29100425073782826,0.6666666617687076
They paint trims the outside house.,They did paint the trim on the outside of the house.,They paint the trims on the outside of the house.,80.5980680356,0.9755586386,0.5920650116149802,0.823529406782007
And they came it says they afraid.,And they came out it says they were afraid too.,And they came it says they are afraid.,62.9094638917,0.9331693053000001,0.0,0.7499999950781251
That loan i have.,That is the only loan i have.,That loan i have.,47.892820742,0.8953644037,0.3880684294761698,0.7272727226446282
You wateryeyed new age uh various theories of,All of the you know wateryeyed new age uh various theories of.,You are wateryeyed in the new age uh various theories of.,68.1702421955,0.9304657578000001,0.5051968359286049,0.6363636313636364
How you going.,How are you going to.,How are you going to.,100.0,1.0000001192,1.0,0.999999995
There lot more book.,There is a lot more in the book.,There is a lot more book.,72.9275994113,0.9428759217,0.5313746898412454,0.8571428522448981
It person above a petition commencing,It appears the persons named above filed a petition commencing.,It is the person above a petition commencing.,58.6211383423,0.8738463521000001,0.2748887655709262,0.6666666617283951
And did you off.,And why did you run off.,And did you get off.,36.3569852861,0.8122475743,0.0,0.7272727223140496
And i think that line but i think.,And i think that line is really fuzzy but i think often.,And i think that line but i think.,54.1099165608,0.8404027224,0.394190106711426,0.7499999953125
My other one and apart.,My other one is tearing and falling apart.,My other one and apart.,40.7519827145,0.8619951606,0.0,0.7692307644970415
I importance of craft.,I feel about the importance of craft.,I think the importance of the craft.,57.6347424101,0.9277375937000001,0.0,0.7692307642603551
Take six nph because i be low this.,Take six nph because i would be low with this then definitely.,Take six nph because i will be low on this.,48.2980577493,0.9568322301000001,0.3582589201789297,0.7272727223140496
Crap its minds is.,Crap crap your mind is crap.,Crap its mind is.,27.0948349944,0.9008743167000001,0.0,0.6666666617283951
Chalk from the chalkboards.,Get chalk from the chalkboard.,Chalk from the chalkboard.,85.0709043134,0.9188414812000001,0.5475182535069453,0.6666666617283951
Till it the point it immobilizes you.,Till it gets to the point where it totally immobilizes you.,Till it gets to the point it immobilizes you.,68.9110652094,0.9926056862,0.5531345601521246,0.8888888839506174
She just do control her body.,She just do not have no control over her body.,She just does not have control over her body.,79.1680307121,0.9606704712,0.45561621331146857,0.8421052581717452
And get it set then.,And to get it set up then.,And get it set then.,51.6935962377,0.9393031597,0.0,0.8333333284722222
Plans in areas that.,Plans in areas that are not selected.,Plans in areas that are not.,72.95121288,0.9501962066,0.7289545183625967,0.9230769181065088
Well evelyn me stay the book.,Well evelyn helped me stay with the book.,Well evelyn let me stay in the book.,55.3441321065,0.9165577888,0.0,0.749999995
It is catch it you know.,It is got a good catch to it you know.,It is a catch it you know.,46.7058190457,0.8515316248,0.3036387831876565,0.8235294069204152
Because i never i never sickness him at.,Because i never i never nag about sickness to him at all.,Because i never i never had sickness with him at.,58.6402968032,0.914427042,0.3582589201789297,0.6666666617283951
These you make humor.,That is how you make humor.,These you make humor.,58.9665240967,0.9024882913000001,0.4482700320176827,0.5999999952
Minutes they said we.,In a few minutes they said well we will.,In a minute they said we are going to.,42.0557183093,0.9397341013,0.0,0.5555555505555557
With it way.,With it cut that way.,With it going that way.,58.5277262769,0.7846363783,0.0,0.7999999950000002
Harry all ways.,Harry went all the way.,Harry all the way.,62.0560750657,0.8710061312,0.5789300674674098,0.8888888839506174
And then all sudden it skyrocketing down.,And then all of a sudden it comes skyrocketing down.,And then all of a sudden it was skyrocketing down.,84.5784585281,0.9611973763,0.7016879391277371,0.899999995
It boils six minute.,It boils for six minutes.,It boils for six minutes.,100.0,0.9999995828,1.0,0.999999995
Janine uses charlie times.,Janine uses charlie all the time.,Janine uses charlie times.,68.7502236414,0.8753442168000001,0.0,0.5999999952
And she but that to.,And she said but that is scary to do.,And she said but that is not going to happen.,62.2959416803,0.8046295643,0.49616830003403634,0.7368421002770082
They other side.,When they are driving on the other side.,They are on the other side.,56.0178012494,0.8680163622,0.48354474047437324,0.7142857093877552
And put it there.,And put it in there.,And put it there.,66.407093785,0.9498255849,0.0,0.8888888839506174
They r uat least by eight clock.,They go r uat least by eight of the clock.,They r uat least by eight clock.,63.3835282054,0.9626014233,0.42253730625110847,0.8235294069204152
You it you know i.,You know it is uh you know i.,You know it you know i.,68.419123241,0.9469391108,0.44683107184405757,0.8333333284722222
And she and.,And she goes and.,And she was and.,49.6038406897,0.8561171293000001,0.0,0.749999995
If i acted.,Than if i acted.,If i acted.,55.3536325235,0.9389652014000001,0.0,0.5714285665306124
We do a little that.,So we might do a little of that.,We do not do a little that.,47.1870099807,0.7716333866,0.0,0.5714285665306124
You somebody to in and.,You need somebody to come in and go.,You want somebody to come in and.,67.8080726028,0.8730099201,0.4962644776757998,0.7999999950222222
Because that what it.,Because that is what it was.,Because that is what it is.,83.3734112831,0.9234893322000001,0.6434588841607617,0.9090909041322315
It that there.,Put it on that railing over there.,It is not that there.,25.1987879103,0.7144389749000001,0.0,0.33333332847222225
I did not think she part plains wife.,I just did not think she looked the part of a plains wife.,I did not think she was going to be part plains wife.,54.8860896452,0.9450832009000001,0.27576989477711045,0.6399999950080001
You to adjust altitudes.,You have to adjust for altitude.,You have to adjust the altitude.,76.9509757553,0.9586338997,0.488923022434901,0.8333333283333335
I i pay forty dollar and ups.,I would say i would expect to pay maybe forty dollars and up.,I i have to pay forty dollar and up.,35.335745735,0.9070184231,0.0,0.6666666617687076
I would i him.,I would not be here i would have murdered him.,I would i have to go with him.,23.7566855987,0.7575507164,0.0,0.5882352891349482
Okay and then hips up.,Okay and then spring the hip up.,Okay and then hips up.,47.5631589655,0.9277912378000001,0.0,0.6666666618055556
You know what if you.,You know what if you go down to.,You know what if you.,65.0804953171,0.9008992910000001,0.48235607976922595,0.7692307644970415
Yeah i tell him.,Yeah i will tell him.,Yeah i have to tell him.,51.7257851511,0.9303377867,0.0,0.7272727223140496
Which going drive which.,Which is going to drive which.,Which going to drive which.,80.7332561921,0.9902361631000001,0.6731821382417487,0.9090909041322315
I mean these some of things.,I mean these are some of the nittygritty things.,I mean these are some of the things.,67.6814826337,0.9100805521,0.7189393375176814,0.9411764656055364
Lenore what it.,Lenore what is it do yo.,Lenore what is it.,73.8524432878,0.9404769540000001,0.4739878501170792,0.7999999952000001
That this where it.,That that is physically where it was.,That is where it is.,31.6038767097,0.8987342715000001,0.0,0.7272727226446282
You because you get down.,You see because you get a down.,You are not going to get down.,20.9961628852,0.7300933003000001,0.0,0.4285714235714286
Thereby as a healthy ma.,Thereby conceptualizing free will as similar to a healthy ma.,Thereby as a healthy ma.,31.0084686812,0.8424521685,0.24439253249722195,0.6666666622222223
Newspapers his lap.,Put the newspaper on his lap.,The newspaper is on his lap.,69.5802786054,0.9501069188000001,0.4347208719449915,0.6666666616666668
I could believe it.,I could not believe it.,I could not believe it.,100.0,0.9999998808,1.0,0.999999995
Mhm tim these.,Mhm tim said that.,Mhm tim this.,35.5094015325,0.8623553514000001,0.0,0.5714285665306124
Tell me i can.,Tell me when i can look.,Tell me i can.,33.6433300458,0.8225220442000001,0.0,0.7999999952000001
Because uh i like guys him.,Because uh i like this guy love him.,Because uh i like guys like him.,58.7842200277,0.9304711223000001,0.3628241434631103,0.7142857093877552
That i do.,Now that i do not believe.,That i do not know.,40.3749729538,0.7803977132000001,0.0,0.5454545404958678
I they horsehooves in gelatin,I thought they used the horsehooves in for gelatin that is not so ?.,I think they put the horsehooves in gelatin.,44.5252267115,0.9313093424000001,0.0,0.5454545408264463
I am hip man i her debts.,I am hip man i got to get outa my debts.,I am a hip man i have to pay her debt.,30.7128476713,0.8915877938000001,0.0,0.5454545404545454
I think you think you its table.,I think you think you better go back to your table fast.,I think you think you think you have a table.,46.1569567836,0.8666744828,0.3181877033696365,0.49999999531250006
And you got somebody.,And you got to have somebody.,And you got somebody.,63.0726169855,0.8851834536000001,0.0,0.7999999952000001
He would get paid week.,He would get paid once a week.,He would get paid every week.,64.9502296585,0.9078141451,0.42383656282787796,0.7692307642603551
I to somebody who.,I look up to somebody who is seventy.,I want to go to somebody who.,44.0751461259,0.7280224562000001,0.0,0.5714285665306124
Kim the nights i you.,Kim could not spend the night i told you.,Kim the night i saw you.,32.8342879663,0.8348482251,0.0,0.6666666618666668
Yeah she is got boyfriends.,Yeah she is even got a boyfriend.,Yeah she is got a boyfriend.,75.3013361056,0.9606361389,0.5154486831107657,0.9230769181065088
He will you in bulgaria.,He will get you off in bulgaria.,He will not let you in bulgaria.,61.0729705078,0.7837743163,0.0,0.7142857092857143
I i with these.,I t i agree with that.,I i am not going to get along with that.,42.9218457371,0.6783293486,0.0,0.49999999531250006
Again i to his concerns in case scenario.,Again i was trying to reframe his concerns in the best case scenario.,Again i have to listen to his concerns in case scenario.,50.8499854875,0.8308126926,0.0,0.6956521689981097
We to play them.,We all want to play with them.,We have to play with them.,62.4194669202,0.8680504560000001,0.5578002860768766,0.7692307642603551
And she germany.,And she stayed in germany.,And she is germany.,49.4576563906,0.851821661,0.0,0.6666666617283951
Oh i thought we were going the buttons phones.,We literally oh i thought we were going to wear out the buttons on the phone.,Oh i thought we were going to be going to the buttons on the phones.,65.4405184905,0.8777133226,0.4405136963304348,0.6666666617283951
You it is hard for me.,You know it is like really hard for me.,You know it is hard for me.,59.8006306771,0.9368966818000001,0.5384952356064083,0.8749999950781251
Yeah but he like that.,Yeah but he just goes like that.,Yeah but he is like that.,61.9721285278,0.9016999602,0.0,0.7692307642603551
It lot first.,It hurt a lot at first.,It was a lot first.,42.4002893281,0.8249769211,0.0,0.7272727223140496
And i hey we all codes.,And i said hey look we are all within the code.,And i said hey we all have codes.,41.4442554467,0.9014390707000001,0.245981275183433,0.6315789424930748
And you switch it.,And you can set a switch on it.,And you can switch it off.,54.5180749022,0.8747913837,0.0,0.7142857093877552
You he the program.,You know he is on the program.,You know he is doing the program.,77.5366746641,0.9482188225,0.5,0.8571428521428571
