Source,Target,Gen_comp,ChrF,Cos_sim_t5,BLEU,RougeL
I did think they but i they maybe.,I did not think they were but i think they maybe are.,I did think they were but i think they are.,70.3948052797,0.9211984277,0.5724456222626466,0.8888888839506174
I us into that.,I mean let us look into pursuing that.,I am going to go into that.,23.8501217265,0.7934120893000001,0.0,0.3999999950222222
And i you make good dingo.,And i said oh well you must make good dingo.,And i think you make good dingo.,48.6333070973,0.899361968,0.2936697784628213,0.7058823480968859
And you breadbox like your cabinet.,And said oh whwhen you see a dark brown breadbox like your cabinets.,And you breadbox like your cabinet.,46.6936474965,0.8810949326,0.0,0.5263157851523547
They have real trails.,They have real pretty trails.,They have real trails.,64.861061641,0.9498020411,0.0,0.8888888839506174
I voting favor of it.,I am voting in favor of it.,I voted favor of it.,48.3247484724,0.9416831732000001,0.38498150077635496,0.6666666618055556
You are probably.,You are probably trying.,You are probably.,67.0004565663,0.8701651692,0.0,0.8571428522448981
I like twentytwo kids.,I have like twentytwo kids.,I like twenty two kids.,79.2732940476,0.8888557553,0.0,0.5999999950000001
Me see if we milk.,Let me see if we have enough milk.,Me see if we milk.,35.5424857691,0.8803880215000001,0.0,0.6153846106508877
When you to be.,When are you going to be here till.,When you should be.,15.3858770033,0.7950816154,0.0,0.49999999555555563
I if you sa.,I wondered if you would sa.,I if you sa.,20.1311574447,0.8649858236,0.0,0.7999999952000001
It so it.,It had so much wrong with it.,It is so it is.,9.0239587163,0.6654283999999999,0.0,0.5454545408264463
They faith in system.,They lost faith in the system.,They trust in the system.,53.410939582,0.8047061563,0.4548019047027907,0.7272727223140496
But you see that is always me but it comes.,But you see that is always worked for me too but it comes back.,But you see that is always me but it comes.,59.9149091536,0.8442454338000001,0.4295749364443061,0.8333333284722222
I know somebody who a living musician.,I know somebody who makes a living as a musician.,I know somebody who is a living musician.,69.7381569829,0.9816385508000001,0.3229365231336652,0.823529406782007
I not had ice cubes september.,Only i have not had ice cubes here since september.,I did not have ice cubes september.,45.7961954792,0.9191273451,0.0,0.470588230449827
If i way.,If i said no way.,If i m not a way.,27.825948314,0.8352335691,0.0,0.5454545404958678
I do i thethey they did,I do not know i do not know thethey they did not.,I do i do i do i do i do the the they did.,32.2830465951,0.8161178231,0.0,0.7142857093877552
And i you.,And i will catch you.,And i am not you.,24.088725884,0.7384440899,0.0,0.5999999950000001
People have information they.,People have the information they need.,People have information they have.,70.8375545468,0.9297615290000001,0.0,0.7999999952000001
I had a few weeks.,I have had a few this week.,I had a few weeks.,38.9604080458,0.8049088717,0.0,0.6666666618055556
Never had that.,Never had that happen before.,Never had that.,47.6504273774,0.8671255708000001,0.0,0.7499999953125
He did me though.,He did not bow to me though.,He did me though.,48.912817668,0.7821786404000001,0.0,0.7272727226446282
From lifting up hood and it.,Just from lifting up the hood and looking at it.,From lifting up the hood and it.,60.2184743162,0.9454905987000001,0.40866465020165643,0.7058823480968859
And all about sick barbara jean she tiny and.,And told all about how sick barbara jean was when she was tiny and.,And all about sick barbara jean she is tiny and.,56.9394309456,0.9069144726,0.0,0.78260869073724
So those would just places.,So those would just be places to start from.,So those would just be places.,69.0948788137,0.9054520130000001,0.547792768234123,0.7999999952000001
Big or go all.,Go big or do not go at all.,Big or go all.,24.2524320968,0.9115117788,0.0,0.49999999555555563
And then it comes insulin do.,And then it comes down when the insulins finally do get working.,And then it comes to insulin do.,37.3537523317,0.8622475266,0.20479259709128803,0.5263157848199447
They got office here in nappa.,They have got an office here in nappa.,They got office here in nappa.,65.8375169626,0.9755506516,0.5025431541540228,0.8571428522448981
Any question way up norm.,Have any questions on the way up ask norm.,Any question way up norm.,42.3563124812,0.8551871777000001,0.0,0.4285714239795918
Now you are going back.,Now you are not going to go back.,Now you are going to go back.,77.9221415893,0.88398242,0.6101950432112578,0.9333333283555556
You not see him.,You should not see him again.,You don't see him.,29.9168809089,0.7327129245,0.0,0.5999999952
And play sides b a side b.,And play side a then side b then side a side b.,And play sides b a side b.,43.4279852766,0.9397556186,0.22871025343125118,0.8333333283333335
Where you they.,Where would you suggest they would go.,Where you are you.,16.895978543200002,0.7264143229000001,0.0,0.44444444000000005
Without the risk of killed.,Without running the risk of getting killed.,Without the risk of being killed.,56.8707370991,0.9671492577,0.0,0.7692307642603551
I did see her.,I did not see her.,I did see her.,53.3290988314,0.8463385105000001,0.0,0.8888888839506174
I on them.,I always comment on them.,I am on them.,30.4368942032,0.7894945145000001,0.0,0.6666666617283951
And he that bag it his back again.,And then he picked that bag up put it on his back again.,And he that bag it on his back again.,52.7664109278,0.9573563337000001,0.4121048229884572,0.8181818133471075
It is like i need talk windham those.,It is like i need to talk to windham about this.,It is like i need talk windham those.,53.8237249225,0.9252705574000001,0.3596789594708679,0.7777777728395062
Oh these sounds.,Oh that sounds great.,Oh these sounds.,35.0280463918,0.7701712847000001,0.0,0.5714285665306124
You see it.,You know to see it.,You see it.,37.0184271551,0.9036370516000001,0.0,0.7499999953125
For them you.,For them you know.,For them you are.,61.3246785855,0.8619179130000001,0.0,0.749999995
Now mister collins like that.,Now mister collins may not like that.,Now mister collins like that.,72.7632299826,0.8733928204,0.0,0.8333333284722222
And they two oldest one ten.,And they looked the two oldest ones looked like ten.,And they are two oldest one ten.,46.2155841775,0.9085769057,0.0,0.6249999950781252
Groucho one heart.,Groucho got one heart.,Groucho one heart.,67.6471145066,0.9644604921000001,0.0,0.8571428522448981
She twice as he.,She is like twice as big as he is now.,She was twice as he.,30.1429653255,0.8935436010000001,0.0,0.6153846106508877
I they ask.,I know they still ask.,I asked them to ask.,20.730567301,0.8254288435,0.0,0.3999999950000001
Oh i i.,Oh i know i know.,Oh i i i.,12.0723390092,0.8186820745000001,0.0,0.7999999952000001
I said you me better than i myself.,I said how do you know me better than i know myself.,I said you were better than i myself.,47.9436501428,0.8386501074,0.0,0.7368421003878117
How is labor today it power.,How is labor today mobilizing its great power.,How is labor today is power.,48.5845134733,0.9063252211,0.3674145494215667,0.7692307644970415
Not round stones moon but stones.,Now not round stones like the moon but jagged stones.,Not round stones moon but stones.,51.2478273378,0.8846137524000001,0.0,0.5714285668367348
You know who i will.,You know who i will stick up for.,You know who I will be.,41.6681011515,0.8775157332,0.0,0.5714285665306124
It is too sun did come.,It is too bad the sun did not come out.,It is too much sun did come.,38.0011838044,0.764731884,0.0,0.7058823480968859
Yeah she investments officer.,Yeah she was meeting with a investment officer so.,Yeah she is an investment officer.,53.2892308281,0.9303269386,0.0,0.5333333285333334
And he fred i to you here.,And he goes fred i want to talk to you come here.,And he fred i told you to go to you here.,32.9841119332,0.8570592999000001,0.0,0.6999999950500001
And the uhs the seventhirtyseven four.,And watch out for the uh the seventhirtyseven four.,And the uhs the seventhirty seven four.,64.5476824971,0.8543220758000001,0.0,0.4285714236734694
He there is conflicts.,He feels there is a conflict.,He has a conflict.,45.7697744773,0.9464819431,0.0,0.5999999952
They come oba.,They had apparently just come from oba.,They come oba.,18.0146960184,0.8701379299,0.0,0.5999999958
Let them that he was that.,So let them know that he was doing that.,Let them know that he was that.,67.1263972757,0.9372684956,0.4630777161991027,0.7142857093877552
I do get this.,See i do not get that.,I do get this.,22.7718211009,0.7766009569000001,0.0,0.39999999520000007
The farm they had uh.,Even living on the farm they all had uh.,The farm they had uh.,40.8596742947,0.8674931526,0.0,0.5714285668367348
There was just so this whole.,There was just so much to this whole.,There was just so this whole.,74.9434355982,0.8838100433,0.44683107184405757,0.8571428522448981
Who knows a thing when he is it them up.,Who knows a good thing when he is on to it calls them up.,Who knows a thing when he is it up to them.,51.0654619112,0.8164846897,0.27323755823222096,0.7199999950720002
And you can proposals twenty north clark street.,And you can drop off those proposals at twenty north clark street.,And you can propose twenty north clark street.,62.5658324708,0.8933979273,0.3827521065936582,0.6999999952000001
Do you what you dr.,Do you know what you want to dr.,Do you know what you dr.,67.4764725962,0.9160349369,0.5313746898412454,0.8333333284722222
You have it the middles.,You do not have it in the middle.,You have it in the middles.,68.4136875101,0.8942114115,0.34191776499651855,0.7142857093877552
I thought you how to this.,Here i thought you knew how to do this.,I thought you would know how to do this.,63.8489503825,0.9624062777000001,0.4518010018049224,0.6666666616666668
But if you there are registers.,But if you notice there are no registers in here.,But if you have there are registers.,53.3290496919,0.7681744695,0.0,0.7058823480968859
No you it.,No you should see it.,No you know it.,24.7612397425,0.7648915052,0.0,0.6666666617283951
I will worry it.,I will not have to worry about it.,I will worry about it.,56.4633184342,0.8574317694,0.3665113625996641,0.7692307644970415
Their life drawn christ.,Our life is drawn from christ.,Their life drawn christ.,43.5827980866,0.8889274597,0.0,0.5999999952
Like we every bad thing could in my families.,Seems like we have got every bad thing there could be in our family.,Like we all had every bad thing could in my families.,39.6422217765,0.9095146656,0.0,0.479999995072
I think it would.,I think it would be wonderful.,I think it would.,52.137860485,0.8713351488000001,0.4739878501170792,0.7999999952000001
And he that bag down and he.,And then he put that bag down and he dug in again.,And he threw that bag down and he.,45.8930043697,0.8330506086,0.3218548743654149,0.6666666619135801
Your ankle together darren.,Put your ankles together darren.,Your ankle is together darren.,75.1174565774,0.9378720522,0.0,0.3999999950000001
You can that.,Now you can open that.,You can do that.,33.115677216,0.8105996251,0.0,0.4444444395061729
And we lifetime that.,And we spend a lifetime that is right.,And we will never ever forget that.,21.3127521382,0.7805128098,0.0,0.3999999950222222
I will him call.,I will give him a call.,I will call him.,33.6444229191,0.9843574166000001,0.0,0.5999999952
These does make any senses,Maybe maybe this does not make any sense to.,These does make any senses.,38.180192565,0.8741128445,0.0,0.4285714239795918
And we that as we look moses.,And we are going to see that as we look at moses.,And we look that as we look at Moses.,49.2362406306,0.92240417,0.3460643254734612,0.6666666619135801
He real and i had your interview,He was real young and i had my interview in the.,He was real and i had your interview.,54.2482030733,0.8734851480000001,0.0,0.7368421003878117
Which adds bits.,Which adds a bit.,Which adds bits.,64.2394642395,0.9074946642,0.0,0.5714285665306124
They saw the man who had been possessed by the legion demons.,When they came to jesus they saw the man who had been possessed by the legion of demons.,They saw the man who had been possessed by the legion demons.,68.337351633,0.9457323551000001,0.4986196509476859,0.7407407359122085
He iron with his multiples.,He is got iron with his multiples.,He ironed with his multiples.,67.4933893508,0.9047145844000001,0.38498150077635496,0.6666666618055556
And say turn headings one six zero.,Just go ahead and say turn left heading one six zero.,And say turn headings one six zero.,51.6303444673,0.920627594,0.2493651438887133,0.5555555508024692
Little water shane.,Lleave a little water in there shane.,Little water shane.,42.706433055,0.8821120262000001,0.0,0.3999999958
I horse things.,I do not do any horse things.,I horse things.,51.7584073179,0.8377366066,0.0,0.6666666622222223
Owners managers et cetera.,Managerial owners managers et cetera.,Owners managers et cetera.,68.3133189618,0.9765789509,0.5475182535069453,0.6666666617283951
She them up for worlds.,She would not give them up for the world.,She slapped them up for worlds.,35.6875139622,0.7685947418,0.0,0.5333333285333334
But that should not differences.,But that should not make any difference.,But that should not be a difference.,72.7842132556,0.9401682019000001,0.4111336169005197,0.7142857092857143
It a packagings of kinds of and red.,It had a packaging of like kind of white and red.,It is a packagings of kinds of and red.,43.0619481038,0.915995121,0.0,0.555555550617284
It i be back shortly.,Try it out i will be back shortly . @end.,It i will be back shortly.,63.970147585,0.8916413784,0.3960914423407551,0.6666666618666668
You had look.,You had to look close.,You had looked.,35.4877262521,0.8371179104,0.0,0.49999999531250006
His mothers fortyeight when he.,His mother was fortyeight when he was born.,His mother was fortyeight when he saw her.,78.8424631795,0.9501481056000001,0.6104735835807844,0.7999999950222222
And there is to.,And there is going to be even.,And there is to be.,46.2459369569,0.8320896626000001,0.0,0.8333333284722222
You lady or nothing.,You get leading lady or nothing.,You lady or nothing.,54.9546658755,0.8948599696,0.4739878501170792,0.7999999952000001
I know what in,I do not know what is got in.,I know what in the house.,39.7861835033,0.7124897242,0.0,0.5714285665306124
Times crowd coming.,What time is the crowd coming.,Times crowd coming.,50.212639577,0.8901290298000001,0.0,0.44444444000000005
Well he like.,Well he would like.,Well he likes it.,37.9761835856,0.8799932599,0.0,0.4999999950000001
And i said this is what they are.,And i said well that is what they are going to think.,And i said this is what they are.,46.7880482435,0.8408149481,0.28617394805234075,0.6999999952000001
They paint trims the outside house.,They did paint the trim on the outside of the house.,They paint trims the outside house.,49.0313492284,0.9594564438000001,0.0,0.6666666618666668
And they came it says they afraid.,And they came out it says they were afraid too.,"And they came, it says they are afraid.",62.5450523349,0.9282792807,0.0,0.6249999950781252
That loan i have.,That is the only loan i have.,That loan i have.,47.892820742,0.8953644037,0.3880684294761698,0.7272727226446282
You wateryeyed new age uh various theories of,All of the you know wateryeyed new age uh various theories of.,You wateryeyed new age uh various theories of,71.8074920084,0.9501892328,0.4500994164652013,0.7368421003878117
How you going.,How are you going to.,How you going.,47.3658240632,0.8509916663,0.0,0.7499999953125
There lot more book.,There is a lot more in the book.,There is a lot more book.,72.9275994113,0.9428759217,0.5313746898412454,0.8571428522448981
It person above a petition commencing,It appears the persons named above filed a petition commencing.,It is a person above a petition commencing.,51.7457125184,0.8513465524,0.26449672174138456,0.5882352892733564
And did you off.,And why did you run off.,And did you do it off.,35.9293134562,0.8039540052,0.0,0.6666666616666668
And i think that line but i think.,And i think that line is really fuzzy but i think often.,And i think that line is the line but i think.,58.5734016275,0.8330321908,0.5016513759455239,0.7777777728395062
My other one and apart.,My other one is tearing and falling apart.,My other one and apart.,40.7519827145,0.8619951606,0.0,0.7692307644970415
I importance of craft.,I feel about the importance of craft.,I think I need to know the importance of craft.,64.8523143912,0.9245347381000001,0.3672056269893592,0.6249999950781252
Take six nph because i be low this.,Take six nph because i would be low with this then definitely.,Take six nph because i be low on this.,45.4710854479,0.9570529461,0.3564059636443072,0.7619047570068028
Crap its minds is.,Crap crap your mind is crap.,Crap its minds is.,19.5356163512,0.8981200457,0.0,0.4444444395061729
Chalk from the chalkboards.,Get chalk from the chalkboard.,chalk from the chalkboards.,84.981233216,0.9054782987000001,0.0,0.6666666617283951
Till it the point it immobilizes you.,Till it gets to the point where it totally immobilizes you.,Till it is the point that immobilizes you.,51.7185638388,0.9701731205,0.0,0.6666666617283951
She just do control her body.,She just do not have no control over her body.,She just just do control her body.,52.2913192125,0.9396297932000001,0.0,0.7499999953125
And get it set then.,And to get it set up then.,And get it set then.,51.6935962377,0.9393031597,0.0,0.8333333284722222
Plans in areas that.,Plans in areas that are not selected.,Plans in areas that.,52.9271694706,0.8982832432000001,0.3880684294761698,0.7272727226446282
Well evelyn me stay the book.,Well evelyn helped me stay with the book.,Well evelyn me stay the book.,55.1134282374,0.8611915112,0.0,0.8571428522448981
It is catch it you know.,It is got a good catch to it you know.,It is catch it you know.,46.4633663113,0.8433525562,0.28695177126851573,0.7499999953125
Because i never i never sickness him at.,Because i never i never nag about sickness to him at all.,Because i never ever i never ever sick him at.,49.4935389302,0.8987965584000001,0.0,0.5882352892733564
These you make humor.,That is how you make humor.,These you make humor.,58.9665240967,0.9024882913000001,0.4482700320176827,0.5999999952
Minutes they said we.,In a few minutes they said well we will.,Minutes they said we said we.,51.5037978053,0.8911918402000001,0.0,0.4615384572781066
With it way.,With it cut that way.,With it is way.,35.8808987056,0.8028061390000001,0.0,0.6666666617283951
Harry all ways.,Harry went all the way.,Harry all the ways.,55.8251418382,0.8803167939000001,0.0,0.6666666617283951
And then all sudden it skyrocketing down.,And then all of a sudden it comes skyrocketing down.,And then all sudden it skyrocketing down.,70.2516530648,0.9733207822000001,0.0,0.8235294069204152
It boils six minute.,It boils for six minutes.,It boils six minutes.,71.4507913985,0.9928947091,0.0,0.8888888839506174
Janine uses charlie times.,Janine uses charlie all the time.,Janine uses Charlie times.,53.9036925758,0.8643836975,0.0,0.39999999520000007
And she but that to.,And she said but that is scary to do.,And she said that was that to.,40.6986310562,0.7681840658,0.0,0.6666666618666668
They other side.,When they are driving on the other side.,They are the other side.,49.6232434377,0.8367216587,0.3258798048281462,0.6153846106508877
And put it there.,And put it in there.,And put it there.,66.407093785,0.9498255849,0.0,0.8888888839506174
They r uat least by eight clock.,They go r uat least by eight of the clock.,They r uat least by eight clock.,63.3835282054,0.9626014233,0.42253730625110847,0.8235294069204152
You it you know i.,You know it is uh you know i.,You know you know you know i know.,49.1700692548,0.8749560118,0.0,0.7272727226446282
And she and.,And she goes and.,And she is.,34.0907742435,0.8372356892,0.0,0.5714285665306124
If i acted.,Than if i acted.,If i acted.,55.3536325235,0.9389652014000001,0.0,0.5714285665306124
We do a little that.,So we might do a little of that.,We do a little of that.,64.4583858674,0.9320647717,0.608025321419836,0.7142857093877552
You somebody to in and.,You need somebody to come in and go.,You somebody should be in and.,39.6936566586,0.8105620146,0.0,0.5714285665306124
Because that what it.,Because that is what it was.,Because that is what it is.,83.3734112831,0.9234893322000001,0.6434588841607617,0.9090909041322315
It that there.,Put it on that railing over there.,It is that there.,23.8549374332,0.7415102720000001,0.0,0.36363635900826446
I did not think she part plains wife.,I just did not think she looked the part of a plains wife.,I did not think she part of plains wife.,61.456187601,0.9220948219,0.2914021148948199,0.8181818133471075
You to adjust altitudes.,You have to adjust for altitude.,You should adjust the altitudes.,42.4844107292,0.9295198321,0.0,0.36363635867768596
I i pay forty dollar and ups.,I would say i would expect to pay maybe forty dollars and up.,I i pay forty dollar and ups.,30.1835578061,0.8642452359,0.0,0.5263157848199447
I would i him.,I would not be here i would have murdered him.,I would i would i i would i.,24.3016855054,0.7145922184,0.0,0.4999999962500001
Okay and then hips up.,Okay and then spring the hip up.,Okay and then hips up.,47.5631589655,0.9277912378000001,0.0,0.6666666618055556
You know what if you.,You know what if you go down to.,You know what if you are not.,63.5617340013,0.8443099260000001,0.47750342648354643,0.6666666616888889
Yeah i tell him.,Yeah i will tell him.,Yeah i told him.,30.0179758676,0.9185526371,0.0,0.6666666617283951
Which going drive which.,Which is going to drive which.,Which going to drive which.,80.7332561921,0.9902361631000001,0.6731821382417487,0.9090909041322315
I mean these some of things.,I mean these are some of the nittygritty things.,I mean these are some of things.,64.606173253,0.905919075,0.595942941090377,0.8749999950781251
Lenore what it.,Lenore what is it do yo.,Lenore what it is.,60.2249623539,0.9073337317,0.0,0.5999999952
That this where it.,That that is physically where it was.,That is where it is.,31.6038767097,0.8987342715000001,0.0,0.7272727226446282
You because you get down.,You see because you get a down.,You are because you get down.,66.7870406458,0.8936861157,0.0,0.7692307642603551
Thereby as a healthy ma.,Thereby conceptualizing free will as similar to a healthy ma.,Thereby as a healthy ma.,31.0084686812,0.8424521685,0.24439253249722195,0.6666666622222223
Newspapers his lap.,Put the newspaper on his lap.,Newspapers his lap.,48.6608824813,0.9472123384000001,0.0,0.44444444000000005
I could believe it.,I could not believe it.,I could believe it.,67.6471145066,0.7958686948,0.0,0.8888888839506174
Mhm tim these.,Mhm tim said that.,Mhm tim tim these.,34.468031968,0.8366274834,0.0,0.5714285665306124
Tell me i can.,Tell me when i can look.,Tell me I can tell you.,29.6641269098,0.7968958616,0.0,0.4999999950000001
Because uh i like guys him.,Because uh i like this guy love him.,Because uh i like guys like him.,58.7842200277,0.9304711223000001,0.3628241434631103,0.7142857093877552
That i do.,Now that i do not believe.,That i do.,22.0589520194,0.7130300999,0.0,0.44444444000000005
I they horsehooves in gelatin,I thought they used the horsehooves in for gelatin that is not so ?.,I threw the horsehooves in gelatin.,40.7157938045,0.8561841249000001,0.0,0.49999999580000004
I am hip man i her debts.,I am hip man i got to get outa my debts.,I am hip and i am not in her debts.,31.84078225,0.8347504139,0.0,0.4999999950500001
I think you think you its table.,I think you think you better go back to your table fast.,I think you think you think you think you are the table.,46.0796885201,0.8521680832,0.31455601883230705,0.49999999531250006
And you got somebody.,And you got to have somebody.,And you got somebody.,63.0726169855,0.8851834536000001,0.0,0.7999999952000001
He would get paid week.,He would get paid once a week.,He would get paid for a week.,70.2805611979,0.9310840368000001,0.5,0.8571428521428571
I to somebody who.,I look up to somebody who is seventy.,I am to somebody who.,43.1250580443,0.7523287535000001,0.0,0.6153846106508877
Kim the nights i you.,Kim could not spend the night i told you.,Kim the nights i think you are not.,32.6881079219,0.8265237808,0.0,0.4705882303114187
Yeah she is got boyfriends.,Yeah she is even got a boyfriend.,Yeah she is got boyfriends.,58.6492297947,0.9245332479,0.0,0.6666666618055556
He will you in bulgaria.,He will get you off in bulgaria.,He will go to you in bulgaria.,60.8008003118,0.9282934666,0.0,0.7142857092857143
I i with these.,I t i agree with that.,I i i i with these.,29.104239251,0.7433440685,0.0,0.5999999952
Again i to his concerns in case scenario.,Again i was trying to reframe his concerns in the best case scenario.,Again i resent his concerns in case scenario.,51.5213785473,0.8034248948,0.0,0.6666666619501135
We to play them.,We all want to play with them.,We should play them.,23.9914190981,0.8238545656,0.0,0.5454545408264463
And she germany.,And she stayed in germany.,And she is germany.,49.4576563906,0.851821661,0.0,0.6666666617283951
Oh i thought we were going the buttons phones.,We literally oh i thought we were going to wear out the buttons on the phone.,Oh i thought we were going to go the buttons on the phones.,65.9294240279,0.8849945068,0.439490048233744,0.6666666617283951
You it is hard for me.,You know it is like really hard for me.,You are hard for me.,35.1713529561,0.8320444822,0.2758512992979459,0.5714285668367348
Yeah but he like that.,Yeah but he just goes like that.,Yeah but he likes that.,48.9327985434,0.8079479337000001,0.0,0.6666666618055556
It lot first.,It hurt a lot at first.,It is a lot of first.,35.1508668447,0.7721236348,0.0,0.6666666616666668
And i hey we all codes.,And i said hey look we are all within the code.,And i hey we all codes.,21.1783620371,0.8442417383,0.0,0.5882352895501731
And you switch it.,And you can set a switch on it.,And you switch it.,38.9407470788,0.8375257254,0.0,0.6666666622222223
You he the program.,You know he is on the program.,You he is the program.,53.646766909,0.8743997812000001,0.0,0.8333333284722222
Draw vodnoy behind get his pictures.,Could try to draw vodnoy from behind get his picture.,Draw vodnoy behind get his pictures.,59.2586958956,0.9503075480000001,0.0,0.49999999531250006
Like lebanon became.,Just like lebanon just became.,Like lebanon became.,53.9108250725,0.9530211091,0.0,0.49999999531250006
I eat ceviche.,I do not eat ceviche.,I eat ceviche.,63.4265881838,0.8382750154,0.0,0.7499999953125
I cu i i that was funny.,I know cu i know i thought that was really funny.,I cu i i i think that was funny.,30.4753983486,0.9275044799000001,0.0,0.7499999950781251
Does even me.,Does not even tell me.,Do you even know me.,21.7916256541,0.7401801348,0.0,0.3999999950000001
