Source,Target,Gen_comp,ChrF,Cos_sim_t5,BLEU,RougeL
Their life drawn christ.,Our life is drawn from christ.,Their life drawn christ.,43.5827980866,0.8889274597,0.0,0.5999999952
Like we every bad thing could in my families.,Seems like we have got every bad thing there could be in our family.,Like we all had every bad thing could in my families.,39.6422217765,0.9095146656,0.0,0.479999995072
I think it would.,I think it would be wonderful.,I think it would.,52.137860485,0.8713351488000001,0.4739878501170792,0.7999999952000001
And he that bag down and he.,And then he put that bag down and he dug in again.,And he threw that bag down and he.,45.8930043697,0.8330506086,0.3218548743654149,0.6666666619135801
Your ankle together darren.,Put your ankles together darren.,Your ankle together darren.,72.2632579935,0.9553319216,0.0,0.4444444395061729
You can that.,Now you can open that.,You can do that.,33.115677216,0.8105996251,0.0,0.4444444395061729
And we lifetime that.,And we spend a lifetime that is right.,And we will never live that.,23.5606151279,0.7090950608000001,0.0,0.4285714236734694
I will him call.,I will give him a call.,I will call him.,33.6444229191,0.9843574166000001,0.0,0.5999999952
These does make any senses,Maybe maybe this does not make any sense to.,These does make any senses.,38.180192565,0.8741128445,0.0,0.4285714239795918
And we that as we look moses.,And we are going to see that as we look at moses.,And we look that as we look at Moses.,49.2362406306,0.92240417,0.3460643254734612,0.6666666619135801
He real and i had your interview,He was real young and i had my interview in the.,He was real and i had your interview.,54.2482030733,0.8734851480000001,0.0,0.7368421003878117
Which adds bits.,Which adds a bit.,Which adds bits.,64.2394642395,0.9074946642,0.0,0.5714285665306124
They saw the man who had been possessed by the legion demons.,When they came to jesus they saw the man who had been possessed by the legion of demons.,They saw the man who had been possessed by the legion demons.,68.337351633,0.9457323551000001,0.4986196509476859,0.7407407359122085
He iron with his multiples.,He is got iron with his multiples.,He iron with his multiples.,78.576460864,0.9281755686000001,0.5698363775444273,0.8333333284722222
And say turn headings one six zero.,Just go ahead and say turn left heading one six zero.,And say turn headings one six zero.,51.6303444673,0.920627594,0.2493651438887133,0.5555555508024692
Little water shane.,Lleave a little water in there shane.,Little water shane.,42.706433055,0.8821120262000001,0.0,0.3999999958
I horse things.,I do not do any horse things.,I have horse things.,50.3566691792,0.8100422621000001,0.0,0.5999999952
Owners managers et cetera.,Managerial owners managers et cetera.,Owners managers et cetera.,68.3133189618,0.9765789509,0.5475182535069453,0.6666666617283951
She them up for worlds.,She would not give them up for the world.,She is up for worlds.,22.1561649899,0.7464177608,0.0,0.4285714239795918
But that should not differences.,But that should not make any difference.,But that should not have differences.,68.6107682865,0.8891332150000001,0.37684991644924193,0.6153846104142012
It a packagings of kinds of and red.,It had a packaging of like kind of white and red.,It a packagings of kinds of and red.,43.102437408,0.9116237164000001,0.0,0.5882352892733564
It i be back shortly.,Try it out i will be back shortly . @end.,It i will be back shortly.,63.970147585,0.8916413784,0.3960914423407551,0.6666666618666668
You had look.,You had to look close.,You had looked.,35.4877262521,0.8371179104,0.0,0.49999999531250006
His mothers fortyeight when he.,His mother was fortyeight when he was born.,His mother had forty eight when he stepped on.,61.3978786785,0.936270833,0.0,0.4999999950781251
And there is to.,And there is going to be even.,And there is to be.,46.2459369569,0.8320896626000001,0.0,0.8333333284722222
You lady or nothing.,You get leading lady or nothing.,You lady or nothing.,54.9546658755,0.8948599696,0.4739878501170792,0.7999999952000001
I know what in,I do not know what is got in.,I know what I know what in.,42.7134606743,0.7157977819,0.0,0.6666666622222223
Times crowd coming.,What time is the crowd coming.,Times crowd coming.,50.212639577,0.8901290298000001,0.0,0.44444444000000005
Well he like.,Well he would like.,Well he likes it.,37.9761835856,0.8799932599,0.0,0.4999999950000001
And i said this is what they are.,And i said well that is what they are going to think.,And i said this is what they are.,46.7880482435,0.8408149481,0.28617394805234075,0.6999999952000001
They paint trims the outside house.,They did paint the trim on the outside of the house.,They paint trims the outside house.,49.0313492284,0.9594564438000001,0.0,0.6666666618666668
And they came it says they afraid.,And they came out it says they were afraid too.,And they came it says they are afraid.,62.9094638917,0.9331693053000001,0.0,0.7499999950781251
That loan i have.,That is the only loan i have.,That loan i have.,47.892820742,0.8953644037,0.3880684294761698,0.7272727226446282
You wateryeyed new age uh various theories of,All of the you know wateryeyed new age uh various theories of.,You wateryeyed new age uh various theories of.,73.6678572075,0.9488870502000001,0.5535566902494308,0.7368421003878117
How you going.,How are you going to.,How you going.,47.3658240632,0.8509916663,0.0,0.7499999953125
There lot more book.,There is a lot more in the book.,There is a lot more book.,72.9275994113,0.9428759217,0.5313746898412454,0.8571428522448981
It person above a petition commencing,It appears the persons named above filed a petition commencing.,It person above a petition commences.,43.7721799903,0.8764322996,0.0,0.49999999531250006
And did you off.,And why did you run off.,And did you take off.,35.9293134562,0.8230854273,0.0,0.7272727223140496
And i think that line but i think.,And i think that line is really fuzzy but i think often.,And i think that line is not a line but i think I think.,57.3900713148,0.8757611513,0.42311785416105785,0.699999995
My other one and apart.,My other one is tearing and falling apart.,My other one and apart.,40.7519827145,0.8619951606,0.0,0.7692307644970415
I importance of craft.,I feel about the importance of craft.,I have a importance of craft.,59.2797829842,0.9445850849,0.37684991644924193,0.6153846104142012
Take six nph because i be low this.,Take six nph because i would be low with this then definitely.,Take six nph because i be low low here.,43.061365274,0.9280608892000001,0.3460643254734612,0.6999999952000001
Crap its minds is.,Crap crap your mind is crap.,Crap its minds are.,20.079927076,0.9057617188,0.0,0.22222221728395072
Chalk from the chalkboards.,Get chalk from the chalkboard.,Chalk from the chalkboards.,80.6283091402,0.8960748911,0.0,0.4444444395061729
Till it the point it immobilizes you.,Till it gets to the point where it totally immobilizes you.,Till it is the point that immobilizes you.,51.7185638388,0.9701731205,0.0,0.6666666617283951
She just do control her body.,She just do not have no control over her body.,She just just do control her body.,52.2913192125,0.9396297932000001,0.0,0.7499999953125
And get it set then.,And to get it set up then.,And get it set set then.,50.7951900017,0.9330381751000001,0.0,0.8333333284722222
Plans in areas that.,Plans in areas that are not selected.,Plans in areas that.,52.9271694706,0.8982832432000001,0.3880684294761698,0.7272727226446282
Well evelyn me stay the book.,Well evelyn helped me stay with the book.,Well evelyn me stay the book.,55.1134282374,0.8611915112,0.0,0.8571428522448981
It is catch it you know.,It is got a good catch to it you know.,It is catch it you know.,46.4633663113,0.8433525562,0.28695177126851573,0.7499999953125
Because i never i never sickness him at.,Because i never i never nag about sickness to him at all.,Because i never i never i never sick him at.,51.1690958712,0.8930776119,0.34786351577524227,0.6249999953125001
These you make humor.,That is how you make humor.,These you make humor.,58.9665240967,0.9024882913000001,0.4482700320176827,0.5999999952
Minutes they said we.,In a few minutes they said well we will.,Minutes they said we said we.,51.5037978053,0.8911918402000001,0.0,0.4615384572781066
With it way.,With it cut that way.,With it it is.,27.1918504223,0.795109868,0.0,0.49999999531250006
Harry all ways.,Harry went all the way.,Harry all ways.,27.9109028421,0.8579939604,0.0,0.49999999531250006
And then all sudden it skyrocketing down.,And then all of a sudden it comes skyrocketing down.,And then all sudden it skyrocketing down.,70.2516530648,0.9733207822000001,0.0,0.8235294069204152
It boils six minute.,It boils for six minutes.,It boils six minutes.,71.4507913985,0.9928947091,0.0,0.8888888839506174
Janine uses charlie times.,Janine uses charlie all the time.,Janine uses Charlie times.,53.9036925758,0.8643836975,0.0,0.39999999520000007
And she but that to.,And she said but that is scary to do.,And she but that is what you have to do.,47.1401143203,0.7691744566000001,0.0,0.7368421002770082
They other side.,When they are driving on the other side.,They are on the other side.,56.0178012494,0.8680163622,0.48354474047437324,0.7142857093877552
And put it there.,And put it in there.,And put it there.,66.407093785,0.9498255849,0.0,0.8888888839506174
They r uat least by eight clock.,They go r uat least by eight of the clock.,They r uat least by eight clock.,63.3835282054,0.9626014233,0.42253730625110847,0.8235294069204152
You it you know i.,You know it is uh you know i.,You know you know you know you know.,43.4303819734,0.8701162338,0.0,0.5999999958
And she and.,And she goes and.,And she and.,44.6996130981,0.9115546942,0.0,0.8571428522448981
If i acted.,Than if i acted.,If i acted.,55.3536325235,0.9389652014000001,0.0,0.5714285665306124
We do a little that.,So we might do a little of that.,We do a little of that.,64.4583858674,0.9320647717,0.608025321419836,0.7142857093877552
You somebody to in and.,You need somebody to come in and go.,You somebody should be in and out.,39.9669338929,0.8648945093,0.0,0.5333333283555556
Because that what it.,Because that is what it was.,Because that is what it is.,83.3734112831,0.9234893322000001,0.6434588841607617,0.9090909041322315
It that there.,Put it on that railing over there.,It is that there.,23.8549374332,0.7415102720000001,0.0,0.36363635900826446
I did not think she part plains wife.,I just did not think she looked the part of a plains wife.,I did not think she part of plains wife.,61.456187601,0.9220948219,0.2914021148948199,0.8181818133471075
You to adjust altitudes.,You have to adjust for altitude.,You should adjust altitudes.,42.2596116517,0.9459910393000001,0.0,0.39999999520000007
I i pay forty dollar and ups.,I would say i would expect to pay maybe forty dollars and up.,I owe i forty dollar and ups.,29.0059751365,0.8037245274,0.0,0.4210526269252078
I would i him.,I would not be here i would have murdered him.,I would i would i i would i.,24.3016855054,0.7145922184,0.0,0.4999999962500001
Okay and then hips up.,Okay and then spring the hip up.,Okay and then hips up.,47.5631589655,0.9277912378000001,0.0,0.6666666618055556
You know what if you.,You know what if you go down to.,You know what if you know what you know.,61.3404233623,0.8353429437000001,0.4111336169005197,0.7692307644970415
Yeah i tell him.,Yeah i will tell him.,Yeah i told him.,30.0179758676,0.9185526371,0.0,0.6666666617283951
Which going drive which.,Which is going to drive which.,Which going to drive what.,63.77491559,0.9697988033,0.0,0.7272727223140496
I mean these some of things.,I mean these are some of the nittygritty things.,I mean these are some of things.,64.606173253,0.905919075,0.595942941090377,0.8749999950781251
Lenore what it.,Lenore what is it do yo.,Lenore what it is.,60.2249623539,0.9073337317,0.0,0.5999999952
That this where it.,That that is physically where it was.,That is where it is.,31.6038767097,0.8987342715000001,0.0,0.7272727226446282
You because you get down.,You see because you get a down.,You are because you get down down.,64.5030991556,0.8907827139000001,0.0,0.7692307642603551
Thereby as a healthy ma.,Thereby conceptualizing free will as similar to a healthy ma.,Thereby as a healthy ma.,31.0084686812,0.8424521685,0.24439253249722195,0.6666666622222223
Newspapers his lap.,Put the newspaper on his lap.,Newspapers his lap.,48.6608824813,0.9472123384000001,0.0,0.44444444000000005
I could believe it.,I could not believe it.,I could believe it.,67.6471145066,0.7958686948,0.0,0.8888888839506174
Mhm tim these.,Mhm tim said that.,Mhm tim tim these.,34.468031968,0.8366274834,0.0,0.5714285665306124
Tell me i can.,Tell me when i can look.,Tell me i can.,33.6433300458,0.8225220442000001,0.0,0.7999999952000001
Because uh i like guys him.,Because uh i like this guy love him.,Because uh i like guys like him.,58.7842200277,0.9304711223000001,0.3628241434631103,0.7142857093877552
That i do.,Now that i do not believe.,That i do.,22.0589520194,0.7130300999,0.0,0.44444444000000005
I they horsehooves in gelatin,I thought they used the horsehooves in for gelatin that is not so ?.,I have them horse hooves in gelatin.,35.3980923107,0.8623960614,0.0,0.28571428126984133
I am hip man i her debts.,I am hip man i got to get outa my debts.,I am a hip man i have her debts.,34.4134846186,0.9080073833000001,0.0,0.5999999950500001
I think you think you its table.,I think you think you better go back to your table fast.,I think you think you think you think you have a table.,45.1705965118,0.8660415411,0.31455601883230705,0.49999999531250006
And you got somebody.,And you got to have somebody.,And you got somebody.,63.0726169855,0.8851834536000001,0.0,0.7999999952000001
He would get paid week.,He would get paid once a week.,He would get paid a week.,71.5885330759,0.9555106163,0.5154486831107657,0.9230769181065088
I to somebody who.,I look up to somebody who is seventy.,I'm going to somebody who.,43.8263471534,0.7227454782,0.0,0.4615384568047337
Kim the nights i you.,Kim could not spend the night i told you.,Kim the nights i know you.,31.56254373,0.7907221913,0.0,0.5333333285333334
Yeah she is got boyfriends.,Yeah she is even got a boyfriend.,Yeah she is got boyfriends.,58.6492297947,0.9245332479,0.0,0.6666666618055556
He will you in bulgaria.,He will get you off in bulgaria.,He will go to you in Bulgaria.,49.721615078,0.9121778011,0.0,0.5714285664285715
I i with these.,I t i agree with that.,I i i have to have these.,13.5267858826,0.6810468435,0.0,0.36363635867768596
Again i to his concerns in case scenario.,Again i was trying to reframe his concerns in the best case scenario.,Again i am to his concerns in the case scenario.,55.6362254031,0.8477965593000001,0.29559213971659826,0.78260869073724
We to play them.,We all want to play with them.,We should play them.,23.9914190981,0.8238545656,0.0,0.5454545408264463
And she germany.,And she stayed in germany.,And she is in Germany.,44.6363785434,0.8720159531,0.0,0.5999999950000001
Oh i thought we were going the buttons phones.,We literally oh i thought we were going to wear out the buttons on the phone.,Oh i thought we were going to go the buttons on the phones.,65.9294240279,0.8849945068,0.439490048233744,0.6666666617283951
You it is hard for me.,You know it is like really hard for me.,You know it is hard for me.,59.8006306771,0.9368966818000001,0.5384952356064083,0.8749999950781251
Yeah but he like that.,Yeah but he just goes like that.,Yeah but he likes that.,48.9327985434,0.8079479337000001,0.0,0.6666666618055556
It lot first.,It hurt a lot at first.,It was a lot first.,42.4002893281,0.8249769211,0.0,0.7272727223140496
And i hey we all codes.,And i said hey look we are all within the code.,And i hey we all have codes.,24.2547199965,0.8697839975,0.0,0.5555555508024692
And you switch it.,And you can set a switch on it.,And you switch it.,38.9407470788,0.8375257254,0.0,0.6666666622222223
You he the program.,You know he is on the program.,You he is the program.,53.646766909,0.8743997812000001,0.0,0.8333333284722222
Draw vodnoy behind get his pictures.,Could try to draw vodnoy from behind get his picture.,Draw vodnoy behind get his pictures.,59.2586958956,0.9503075480000001,0.0,0.49999999531250006
Like lebanon became.,Just like lebanon just became.,Like Lebanon became.,39.7481684761,0.9436952472000001,0.0,0.24999999531250006
I eat ceviche.,I do not eat ceviche.,I eat ceviche.,63.4265881838,0.8382750154,0.0,0.7499999953125
I cu i i that was funny.,I know cu i know i thought that was really funny.,I figured i had a i that was funny.,28.5335172332,0.8528741598,0.0,0.5882352891349482
Does even me.,Does not even tell me.,Do you even know me.,21.7916256541,0.7401801348,0.0,0.3999999950000001
And those is what salt.,And that is what separates the salt out.,And those are what salt.,27.902480021,0.8539477587000001,0.0,0.4615384568047337
