Source,Target,Gen_comp,ChrF,Cos_sim_t5,BLEU,RougeL
Because they were fucking me hard.,Because they were fucking me around so hard.,Because they were fucking me hard.,72.6065475603,0.9442747235000001,0.5313746898412454,0.8571428522448981
I did think they but i they maybe.,I did not think they were but i think they maybe are.,I did think they were but i think they might be.,69.8319020732,0.947496891,0.5390594848489677,0.7368421002770082
I us into that.,I mean let us look into pursuing that.,I want to get us into that.,24.4453600678,0.8645169735,0.0,0.5333333283555556
And i you make good dingo.,And i said oh well you must make good dingo.,And i think you make a good dingo.,40.9847158512,0.884329915,0.0,0.6666666617283951
And you breadbox like your cabinet.,And said oh whwhen you see a dark brown breadbox like your cabinets.,And you have a breadbox like your cabinet.,47.36328795,0.8831641674,0.0,0.5714285667120181
They have real trails.,They have real pretty trails.,They have real trails.,64.861061641,0.9498020411,0.0,0.8888888839506174
I voting favor of it.,I am voting in favor of it.,I am voting in favor of it.,100.0,1.0000001192,1.0,0.999999995
You are probably.,You are probably trying.,You are probably going to be okay.,64.3210459327,0.7810704112,0.0,0.5454545408264463
I like twentytwo kids.,I have like twentytwo kids.,I like twentytwo kids.,79.2732940476,0.8907819986000001,0.5789300674674098,0.8888888839506174
Me see if we milk.,Let me see if we have enough milk.,Me see if we have any milk.,51.346162871,0.9328991175,0.3628241434631103,0.6666666616888889
When you to be.,When are you going to be here till.,When you want to be.,20.1935498429,0.7933779955,0.0,0.6153846106508877
I if you sa.,I wondered if you would sa.,I would if you sa.,38.8294469744,0.886882782,0.0,0.7272727223140496
It so it.,It had so much wrong with it.,It is so much fun.,22.792442689,0.6602858305,0.0,0.499999995138889
They faith in system.,They lost faith in the system.,They have faith in the system.,71.1943817053,0.8255999088,0.6434588841607617,0.8333333283333335
But you see that is always me but it comes.,But you see that is always worked for me too but it comes back.,But you see that is always me but it comes.,59.9149091536,0.8442454338000001,0.4295749364443061,0.8333333284722222
I know somebody who a living musician.,I know somebody who makes a living as a musician.,I know somebody who is a living musician.,69.7381569829,0.9816385508000001,0.3229365231336652,0.823529406782007
I not had ice cubes september.,Only i have not had ice cubes here since september.,I have not had ice cubes since september.,73.6228567742,0.9635800123,0.4779995354275014,0.7777777728395062
If i way.,If i said no way.,If i could find a way.,26.7856928429,0.7937705517,0.0,0.5454545404958678
I do i thethey they did,I do not know i do not know thethey they did not.,I do i thethey they did.,40.0616330812,0.8119403124,0.0,0.8571428522448981
And i you.,And i will catch you.,And i will tell you.,49.1468632941,0.8285439014,0.0,0.7999999950000002
People have information they.,People have the information they need.,People have a lot of information they.,66.5948602803,0.9048571587,0.0,0.6153846104142012
I had a few weeks.,I have had a few this week.,I had a few weeks.,38.9604080458,0.8049088717,0.0,0.6666666618055556
Never had that.,Never had that happen before.,Never had that.,47.6504273774,0.8671255708000001,0.0,0.7499999953125
He did me though.,He did not bow to me though.,He did not tell me though.,61.8468487803,0.8039703965,0.0,0.7692307642603551
From lifting up hood and it.,Just from lifting up the hood and looking at it.,From lifting up the hood and it was.,59.1324394829,0.9357802868,0.3887514204144021,0.6666666617283951
And all about sick barbara jean she tiny and.,And told all about how sick barbara jean was when she was tiny and.,And all about sick barbara jean she is tiny and.,56.9394309456,0.9069144726,0.0,0.78260869073724
So those would just places.,So those would just be places to start from.,So those would just be places.,69.0948788137,0.9054520130000001,0.547792768234123,0.7999999952000001
Big or go all.,Go big or do not go at all.,Big or go all the way.,21.4977906134,0.9000028372000001,0.0,0.4285714236734694
And then it comes insulin do.,And then it comes down when the insulins finally do get working.,And then it comes to insulin do.,37.3537523317,0.8622475266,0.20479259709128803,0.5263157848199447
They got office here in nappa.,They have got an office here in nappa.,They got an office here in nappa.,79.6234922872,0.9864989519,0.767279645960659,0.9333333283555556
Any question way up norm.,Have any questions on the way up ask norm.,Any question way up there norm.,44.6279696795,0.8291466236,0.0,0.39999999520000007
Now you are going back.,Now you are not going to go back.,Now you are going to go back.,77.9221415893,0.88398242,0.6101950432112578,0.9333333283555556
You not see him.,You should not see him again.,You will not see him.,38.6274299167,0.7802355289,0.0,0.7272727223140496
And play sides b a side b.,And play side a then side b then side a side b.,And play sides b a side b.,43.4279852766,0.9397556186,0.22871025343125118,0.8333333283333335
Where you they.,Where would you suggest they would go.,Where do you think they are.,20.5399862837,0.8296777606,0.0,0.4999999950000001
Without the risk of killed.,Without running the risk of getting killed.,Without the risk of being killed.,56.8707370991,0.9671492577,0.0,0.7692307642603551
I did see her.,I did not see her.,I did not see her.,100.0,1.0,1.0,0.999999995
I on them.,I always comment on them.,I am not on them.,37.0639284265,0.7043827176,0.0,0.5999999950000001
And he that bag it his back again.,And then he picked that bag up put it on his back again.,And he put that bag on his back again.,50.6245724572,0.9719172716000001,0.33109672637308174,0.7272727224380167
It is like i need talk windham those.,It is like i need to talk to windham about this.,It is like i need to talk to windham about those.,91.8884465627,0.9699429274,0.8265168183793802,0.899999995
Oh these sounds.,Oh that sounds great.,Oh these sounds are great.,51.4711535373,0.8068624139,0.0,0.6666666617283951
You see it.,You know to see it.,You can see it.,36.371833122,0.8678913116,0.0,0.6666666617283951
For them you.,For them you know.,For them you know.,100.0,1.0000004768,1.0,0.999999995
Now mister collins like that.,Now mister collins may not like that.,Now mister collins like that.,72.7632299826,0.8733928204,0.0,0.8333333284722222
And they two oldest one ten.,And they looked the two oldest ones looked like ten.,And they have two oldest one is ten.,44.958698186,0.8838920593,0.0,0.5882352891349482
Groucho one heart.,Groucho got one heart.,Groucho has one heart.,65.211169263,0.9883420467,0.0,0.749999995
She twice as he.,She is like twice as big as he is now.,She was twice as tall as he was.,29.8687528361,0.9275078773000001,0.0,0.5714285665306124
I they ask.,I know they still ask.,I think they will ask.,42.6210975843,0.8342039585000001,0.0,0.5999999950000001
Oh i i.,Oh i know i know.,Oh i am i am.,11.4420637403,0.8030783534,0.0,0.6666666616666668
I said you me better than i myself.,I said how do you know me better than i know myself.,I said you know me better than i myself.,66.2520911036,0.9227071404,0.473340693604577,0.8999999950500001
How is labor today it power.,How is labor today mobilizing its great power.,How is labor today it is power.,49.4041639812,0.8997153044,0.3628241434631103,0.7142857093877552
Not round stones moon but stones.,Now not round stones like the moon but jagged stones.,Not round stones on the moon but stones.,58.3982858904,0.8762106895,0.0,0.6249999950781252
You know who i will.,You know who i will stick up for.,You know who i will be.,57.5069928907,0.8783739805,0.48354474047437324,0.7142857093877552
It is too sun did come.,It is too bad the sun did not come out.,It is too hot for the sun to come out.,50.1606460964,0.7930080891,0.0,0.699999995
Yeah she investments officer.,Yeah she was meeting with a investment officer so.,Yeah she is an investment officer.,53.2892308281,0.9303269386,0.0,0.5333333285333334
And he fred i to you here.,And he goes fred i want to talk to you come here.,And he said fred i will see you here.,30.1053623266,0.8773751259,0.0,0.5999999950500001
And the uhs the seventhirtyseven four.,And watch out for the uh the seventhirtyseven four.,And the uhs the seventhirtyseven four.,64.5476824971,0.8920782804,0.29640095400745814,0.6153846106508877
He there is conflicts.,He feels there is a conflict.,He is there is no conflict.,58.0740436019,0.7557510138,0.0,0.7272727223140496
They come oba.,They had apparently just come from oba.,They come oba.,18.0146960184,0.8701379299,0.0,0.5999999958
Let them that he was that.,So let them know that he was doing that.,Let them know that he was not that.,66.7945672546,0.7988951206,0.45936133207830593,0.6666666616888889
I do get this.,See i do not get that.,I do not get this.,55.2831317171,0.8843713999,0.0,0.5454545404958678
The farm they had uh.,Even living on the farm they all had uh.,The farm they had uh.,40.8596742947,0.8674931526,0.0,0.5714285668367348
There was just so this whole.,There was just so much to this whole.,There was just so much of this whole thing.,78.363409616,0.9346663952,0.4671379777282001,0.823529406782007
Who knows a thing when he is it them up.,Who knows a good thing when he is on to it calls them up.,Who knows a thing when he is doing it to them up.,57.2173643521,0.7471104860000001,0.3207310180540508,0.7692307642603551
And you can proposals twenty north clark street.,And you can drop off those proposals at twenty north clark street.,And you can make proposals twenty north clark street.,68.3663534341,0.9026099443000001,0.4008436038029662,0.7619047570068028
Do you what you dr.,Do you know what you want to dr.,Do you know what you are doing dr.,64.7372510426,0.8751806021,0.5133450480401704,0.7142857092857143
You have it the middles.,You do not have it in the middle.,You have to have it in the middle.,70.4117729009,0.8765513897,0.6104735835807844,0.7999999950222222
I thought you how to this.,Here i thought you knew how to do this.,I thought you know how to do this.,71.7141413592,0.9712131023,0.45936133207830593,0.7058823479584776
But if you there are registers.,But if you notice there are no registers in here.,But if you are there are registers.,54.0815034085,0.7704678178000001,0.0,0.7499999953125
No you it.,No you should see it.,No you can not do it.,24.4719110575,0.6562464237,0.0,0.5454545404958678
I will worry it.,I will not have to worry about it.,I will not worry about it.,67.9618827574,0.9357434511,0.44683107184405757,0.8571428522448981
Their life drawn christ.,Our life is drawn from christ.,Their life has drawn christ.,46.9589763816,0.8931046128000001,0.0,0.5454545404958678
Like we every bad thing could in my families.,Seems like we have got every bad thing there could be in our family.,Like we could do every bad thing that could happen in my family.,47.9302122801,0.9050217867,0.0,0.5384615334911242
I think it would.,I think it would be wonderful.,I think it would be.,60.8503220161,0.8941698074000001,0.6731821382417487,0.9090909041322315
And he that bag down and he.,And then he put that bag down and he dug in again.,And he put that bag down and he.,58.0615221866,0.8516923189000001,0.49566781782923075,0.7777777730246914
Your ankle together darren.,Put your ankles together darren.,Your ankle is going to be together darren.,67.510631622,0.9147314429000001,0.0,0.3076923029585799
You can that.,Now you can open that.,You can do that.,33.115677216,0.8105996251,0.0,0.4444444395061729
And we lifetime that.,And we spend a lifetime that is right.,And we have lived a lifetime of that.,43.0553045773,0.8793981671000001,0.0,0.624999995
I will him call.,I will give him a call.,I will call him up.,32.8091299464,0.9676949978,0.0,0.5454545404958678
These does make any senses,Maybe maybe this does not make any sense to.,These does not make any sense.,55.044023057,0.859819293,0.41917424905767126,0.6666666618666668
And we that as we look moses.,And we are going to see that as we look at moses.,And we know that as we look at moses.,59.9072620547,0.9201933146,0.523837587470595,0.7368421003878117
He real and i had your interview,He was real young and i had my interview in the.,He was real and i had your interview.,54.2482030733,0.8734851480000001,0.0,0.7368421003878117
Which adds bits.,Which adds a bit.,Which adds a bit of a problem.,78.5396153536,0.8550645113,0.3655552228545123,0.7999999952000001
They saw the man who had been possessed by the legion demons.,When they came to jesus they saw the man who had been possessed by the legion of demons.,They saw the man who had been possessed by the legion demons.,68.337351633,0.9457323551000001,0.4986196509476859,0.7407407359122085
He iron with his multiples.,He is got iron with his multiples.,He ironed with his multiples.,67.4933893508,0.9047145844000001,0.38498150077635496,0.6666666618055556
And say turn headings one six zero.,Just go ahead and say turn left heading one six zero.,And say turn headings to one six zero.,52.3338022786,0.9128869176000001,0.254331431291972,0.5263157845983379
Little water shane.,Lleave a little water in there shane.,Little water shane.,42.706433055,0.8821120262000001,0.0,0.3999999958
I horse things.,I do not do any horse things.,I don't like horses.,24.1551963444,0.8718291521,0.0,0.1999999952000001
Owners managers et cetera.,Managerial owners managers et cetera.,Owners managers et cetera.,68.3133189618,0.9765789509,0.5475182535069453,0.6666666617283951
She them up for worlds.,She would not give them up for the world.,She woke them up for the world.,65.2756055728,0.779504478,0.5506953149031837,0.7499999950781251
But that should not differences.,But that should not make any difference.,But that should not make any difference.,100.0,0.9999994040000001,1.0,0.999999995
It a packagings of kinds of and red.,It had a packaging of like kind of white and red.,It is a packagings of kinds of kinds of and red.,42.717512653200004,0.9086274505,0.0,0.555555550617284
It i be back shortly.,Try it out i will be back shortly . @end.,It i will be back shortly.,63.970147585,0.8916413784,0.3960914423407551,0.6666666618666668
You had look.,You had to look close.,You had to look.,66.0314545762,0.8836705089,0.5789300674674098,0.8888888839506174
His mothers fortyeight when he.,His mother was fortyeight when he was born.,His mother was forty eight when he was born.,100.0,0.9816913605,0.5253819788848316,0.7999999950222222
And there is to.,And there is going to be even.,And there is no way to do that.,38.6651700067,0.6232154369,0.0,0.5333333283555556
You lady or nothing.,You get leading lady or nothing.,You are a lady or nothing.,55.031783517,0.8755990863,0.4347208719449915,0.6666666616666668
I know what in,I do not know what is got in.,I don’t know what is in the air in the room.,50.3942303112,0.8303185701,0.0,0.5882352891349482
Times crowd coming.,What time is the crowd coming.,Times crowd is coming.,38.2389174745,0.8825554848,0.0,0.39999999520000007
Well he like.,Well he would like.,Well he likes it.,37.9761835856,0.8799932599,0.0,0.4999999950000001
And i said this is what they are.,And i said well that is what they are going to think.,And i said this is what they are.,46.7880482435,0.8408149481,0.28617394805234075,0.6999999952000001
They paint trims the outside house.,They did paint the trim on the outside of the house.,They painted the trim on the outside of the house.,80.5877806904,0.9853118658000001,0.7369231628533762,0.823529406782007
And they came it says they afraid.,And they came out it says they were afraid too.,And they came it says they are afraid.,62.9094638917,0.9331693053000001,0.0,0.7499999950781251
That loan i have.,That is the only loan i have.,That loan i have.,47.892820742,0.8953644037,0.3880684294761698,0.7272727226446282
You wateryeyed new age uh various theories of,All of the you know wateryeyed new age uh various theories of.,You watery-eyed new age uh various theories of of.,67.1426726345,0.9405552745,0.4307344840104562,0.6315789424930748
How you going.,How are you going to.,How are you going to do that.,86.7545895544,0.972094059,0.5410822690539396,0.8333333284722222
There lot more book.,There is a lot more in the book.,There is a lot more in the book.,100.0,1.0,1.0,0.999999995
It person above a petition commencing,It appears the persons named above filed a petition commencing.,It is the person above a petition commencing with the word.,55.3544969477,0.8596540689000001,0.0,0.5999999950000001
And did you off.,And why did you run off.,And did you get it off.,35.5121022681,0.7688712478,0.0,0.6666666616666668
And i think that line but i think.,And i think that line is really fuzzy but i think often.,And i think that line but i think.,54.1099165608,0.8404027224,0.394190106711426,0.7499999953125
My other one and apart.,My other one is tearing and falling apart.,My other one is a little bit different and apart.,46.7989922337,0.8540523648,0.28997844147152074,0.6666666617283951
I importance of craft.,I feel about the importance of craft.,I think the importance of the craft.,57.6347424101,0.9277375937000001,0.0,0.7692307642603551
Take six nph because i be low this.,Take six nph because i would be low with this then definitely.,Take six nph because i will be low on this.,48.2980577493,0.9568322301000001,0.3582589201789297,0.7272727223140496
Crap its minds is.,Crap crap your mind is crap.,Crap its mind is not there.,26.5032555799,0.8270974159000001,0.0,0.5454545404958678
Chalk from the chalkboards.,Get chalk from the chalkboard.,Chalk from the chalkboard.,85.0709043134,0.9188414812000001,0.5475182535069453,0.6666666617283951
Till it the point it immobilizes you.,Till it gets to the point where it totally immobilizes you.,Till it gets to the point it immobilizes you.,68.9110652094,0.9926056862,0.5531345601521246,0.8888888839506174
She just do control her body.,She just do not have no control over her body.,She just can not control her body.,47.4876077121,0.9647298455000001,0.0,0.7058823480968859
And get it set then.,And to get it set up then.,And get it set up then.,78.118380797,0.9751857519,0.7289545183625967,0.9230769181065088
Plans in areas that.,Plans in areas that are not selected.,Plans in areas that are.,63.168664758,0.8989990950000001,0.5698363775444273,0.8333333284722222
Well evelyn me stay the book.,Well evelyn helped me stay with the book.,Well evelyn me stay in the book.,54.8973854762,0.8706283569000001,0.0,0.7999999950222222
It is catch it you know.,It is got a good catch to it you know.,It is just catch it you know.,45.6178405724,0.8255788088,0.2936697784628213,0.7058823480968859
Because i never i never sickness him at.,Because i never i never nag about sickness to him at all.,Because i never i never had a sickness in him at all.,67.4769150295,0.9282354116,0.49735673561245436,0.699999995
These you make humor.,That is how you make humor.,These you can make a lot of humor.,33.6717704952,0.8894138932000001,0.0,0.4285714236734694
Minutes they said we.,In a few minutes they said well we will.,Minutes later they said we were.,42.9256932397,0.8951201439,0.0,0.39999999520000007
With it way.,With it cut that way.,With it in the way.,37.49839968,0.7852844,0.0,0.5999999950000001
Harry all ways.,Harry went all the way.,Harry is all the way.,60.531035417,0.920545578,0.537284965911771,0.7999999950000002
And then all sudden it skyrocketing down.,And then all of a sudden it comes skyrocketing down.,And then all of a sudden it skyrocketed down.,69.9379976329,0.9474980831,0.6398166741645538,0.8421052581717452
It boils six minute.,It boils for six minutes.,It boils for six minutes.,100.0,0.9999995828,1.0,0.999999995
Janine uses charlie times.,Janine uses charlie all the time.,Janine uses charlie for a few times.,63.6435726746,0.8870320916000001,0.0,0.4615384565680473
And she but that to.,And she said but that is scary to do.,And she said but that was not to.,60.5300300909,0.8302052021,0.43443712531357925,0.7058823479584776
They other side.,When they are driving on the other side.,They are on the other side.,56.0178012494,0.8680163622,0.48354474047437324,0.7142857093877552
And put it there.,And put it in there.,And put it there.,66.407093785,0.9498255849,0.0,0.8888888839506174
They r uat least by eight clock.,They go r uat least by eight of the clock.,They r uat least by eight clock.,63.3835282054,0.9626014233,0.42253730625110847,0.8235294069204152
You it you know i.,You know it is uh you know i.,You know it you know i.,68.419123241,0.9469391108,0.44683107184405757,0.8333333284722222
And she and.,And she goes and.,And she was and.,49.6038406897,0.8561171293000001,0.0,0.749999995
If i acted.,Than if i acted.,If i acted.,55.3536325235,0.9389652014000001,0.0,0.5714285665306124
We do a little that.,So we might do a little of that.,We do a little of that.,64.4583858674,0.9320647717,0.608025321419836,0.7142857093877552
You somebody to in and.,You need somebody to come in and go.,You want somebody to come in and look at it.,64.4575849845,0.8258751035,0.3816330911371337,0.6666666617283951
Because that what it.,Because that is what it was.,Because that is what it is.,83.3734112831,0.9234893322000001,0.6434588841607617,0.9090909041322315
It that there.,Put it on that railing over there.,It is that there.,23.8549374332,0.7415102720000001,0.0,0.36363635900826446
I did not think she part plains wife.,I just did not think she looked the part of a plains wife.,I did not think she was part of the plains wife.,60.2732230094,0.9177820683000001,0.30414436445480175,0.7499999950347224
You to adjust altitudes.,You have to adjust for altitude.,You have to adjust the altitude.,76.9509757553,0.9586338997,0.488923022434901,0.8333333283333335
I i pay forty dollar and ups.,I would say i would expect to pay maybe forty dollars and up.,I i pay forty dollars and ups.,38.6595238376,0.870513916,0.0,0.6315789427146814
I would i him.,I would not be here i would have murdered him.,I would not i would not like him.,36.3943181111,0.7867161036,0.0,0.6666666618666668
Okay and then hips up.,Okay and then spring the hip up.,Okay and then hips up.,47.5631589655,0.9277912378000001,0.0,0.6666666618055556
You know what if you.,You know what if you go down to.,You know what if you do.,66.7119408014,0.8963696957,0.48354474047437324,0.7142857093877552
Yeah i tell him.,Yeah i will tell him.,Yeah i tell him.,56.1453398229,0.9597206116,0.0,0.8888888839506174
Which going drive which.,Which is going to drive which.,Which is going to drive which.,100.0,1.0,1.0,0.999999995
I mean these some of things.,I mean these are some of the nittygritty things.,I mean these are some of the things.,67.6814826337,0.9100805521,0.7189393375176814,0.9411764656055364
Lenore what it.,Lenore what is it do yo.,Lenore what is it.,73.8524432878,0.9404769540000001,0.4739878501170792,0.7999999952000001
That this where it.,That that is physically where it was.,That is where this is going.,25.3871105423,0.7425334454,0.0,0.499999995138889
You because you get down.,You see because you get a down.,You know because you get down.,61.0636489115,0.9263750315,0.0,0.7692307642603551
Thereby as a healthy ma.,Thereby conceptualizing free will as similar to a healthy ma.,Thereby as a healthy ma.,31.0084686812,0.8424521685,0.24439253249722195,0.6666666622222223
Newspapers his lap.,Put the newspaper on his lap.,Newspapers on his lap.,57.5471053896,0.9316786528000001,0.4482700320176827,0.5999999952
I could believe it.,I could not believe it.,I could not believe it.,100.0,0.9999998808,1.0,0.999999995
Mhm tim these.,Mhm tim said that.,Mhm tim these are.,33.3569208569,0.819396019,0.0,0.4999999950000001
Tell me i can.,Tell me when i can look.,Tell me i can.,33.6433300458,0.8225220442000001,0.0,0.7999999952000001
Because uh i like guys him.,Because uh i like this guy love him.,Because uh i like guys like him.,58.7842200277,0.9304711223000001,0.3628241434631103,0.7142857093877552
That i do.,Now that i do not believe.,That i do not know.,40.3749729538,0.7803977132000001,0.0,0.5454545404958678
I they horsehooves in gelatin,I thought they used the horsehooves in for gelatin that is not so ?.,I think they put the horsehooves in the gelatin.,46.6118675544,0.9136493206,0.0,0.5454545408264463
I am hip man i her debts.,I am hip man i got to get outa my debts.,I am a hip man i am paying off her debts.,36.0671155528,0.8896692991,0.0,0.5714285664399092
I think you think you its table.,I think you think you better go back to your table fast.,I think you think you know what it is on the table.,44.8693989064,0.8383461237000001,0.31455601883230705,0.3999999950000001
And you got somebody.,And you got to have somebody.,And you got somebody.,63.0726169855,0.8851834536000001,0.0,0.7999999952000001
He would get paid week.,He would get paid once a week.,He would get paid a week.,71.5885330759,0.9555106163,0.5154486831107657,0.9230769181065088
I to somebody who.,I look up to somebody who is seventy.,I was talking to somebody who.,43.9689982226,0.6909466982,0.0,0.5714285665306124
Kim the nights i you.,Kim could not spend the night i told you.,Kim the nights i will be with you.,31.3522178958,0.7735994458000001,0.0,0.4705882303114187
Yeah she is got boyfriends.,Yeah she is even got a boyfriend.,Yeah she is got a boyfriend.,75.3013361056,0.9606361389,0.5154486831107657,0.9230769181065088
He will you in bulgaria.,He will get you off in bulgaria.,He will be waiting for you in bulgaria.,54.6907011282,0.9011328220000001,0.0,0.6666666616888889
I i with these.,I t i agree with that.,I i am going to do with these.,29.6541358906,0.6729187965,0.0,0.4285714236734694
Again i to his concerns in case scenario.,Again i was trying to reframe his concerns in the best case scenario.,Again i would like to address his concerns in the case scenario.,56.3973251618,0.8637875915000001,0.29633403702962485,0.7199999950079999
We to play them.,We all want to play with them.,We are going to play them.,33.3796506788,0.7819111347000001,0.0,0.6153846104142012
And she germany.,And she stayed in germany.,And she is in germany.,58.4187874516,0.8733122945,0.0,0.7999999950000002
Oh i thought we were going the buttons phones.,We literally oh i thought we were going to wear out the buttons on the phone.,Oh i thought we were going to be going to the buttons on the phones.,65.4405184905,0.8777133226,0.4405136963304348,0.6666666617283951
You it is hard for me.,You know it is like really hard for me.,You know it is hard for me.,59.8006306771,0.9368966818000001,0.5384952356064083,0.8749999950781251
Yeah but he like that.,Yeah but he just goes like that.,Yeah but he likes that.,48.9327985434,0.8079479337000001,0.0,0.6666666618055556
It lot first.,It hurt a lot at first.,It was a lot of first.,35.6522196544,0.8111689091000001,0.0,0.6666666616666668
And i hey we all codes.,And i said hey look we are all within the code.,And i hey we all have all the codes.,31.4426565582,0.8419728875,0.0,0.6315789424930748
And you switch it.,And you can set a switch on it.,And you can switch it.,56.9410562032,0.8984461427,0.0,0.7692307644970415
You he the program.,You know he is on the program.,You know he is in the program.,82.9791251845,0.9613513947000001,0.5,0.8571428521428571
Draw vodnoy behind get his pictures.,Could try to draw vodnoy from behind get his picture.,Draw vodnoy behind get his pictures.,59.2586958956,0.9503075480000001,0.0,0.49999999531250006
Like lebanon became.,Just like lebanon just became.,Like lebanon became.,53.9108250725,0.9530211091,0.0,0.49999999531250006
