Source,Target,Gen_comp,ChrF,Cos_sim_t5,BLEU,RougeL
From lifting up hood and it.,Just from lifting up the hood and looking at it.,From lifting up the hood and putting it on.,61.1334223656,0.9162825346000001,0.38662527162788296,0.6315789423822715
And all about sick barbara jean she tiny and.,And told all about how sick barbara jean was when she was tiny and.,And all about sick barbara jean she is tiny and.,56.9394309456,0.9069144726,0.0,0.78260869073724
So those would just places.,So those would just be places to start from.,So those would just be places.,69.0948788137,0.9054520130000001,0.547792768234123,0.7999999952000001
Big or go all.,Go big or do not go at all.,Big or go all the way.,21.4977906134,0.9000028372000001,0.0,0.4285714236734694
And then it comes insulin do.,And then it comes down when the insulins finally do get working.,And then it comes to insulin do.,37.3537523317,0.8622475266,0.20479259709128803,0.5263157848199447
They got office here in nappa.,They have got an office here in nappa.,They got an office here in nappa.,79.6234922872,0.9864989519,0.767279645960659,0.9333333283555556
Any question way up norm.,Have any questions on the way up ask norm.,Any question way up the norm.,44.7006240571,0.7848846316,0.0,0.39999999520000007
Now you are going back.,Now you are not going to go back.,Now you are going to go back.,77.9221415893,0.88398242,0.6101950432112578,0.9333333283555556
You not see him.,You should not see him again.,You do not see him.,39.4004441613,0.7409013510000001,0.0,0.7272727223140496
And play sides b a side b.,And play side a then side b then side a side b.,And play sides b a side b.,43.4279852766,0.9397556186,0.22871025343125118,0.8333333283333335
Where you they.,Where would you suggest they would go.,Where do you think they are.,20.5399862837,0.8296777606,0.0,0.4999999950000001
Without the risk of killed.,Without running the risk of getting killed.,Without the risk of being killed.,56.8707370991,0.9671492577,0.0,0.7692307642603551
I did see her.,I did not see her.,I did not see her.,100.0,1.0,1.0,0.999999995
I on them.,I always comment on them.,I am not on them.,37.0639284265,0.7043827176,0.0,0.5999999950000001
And he that bag it his back again.,And then he picked that bag up put it on his back again.,And he put that bag on his back again.,50.6245724572,0.9719172716000001,0.33109672637308174,0.7272727224380167
It is like i need talk windham those.,It is like i need to talk to windham about this.,It is like i need to talk to windham about those.,91.8884465627,0.9699429274,0.8265168183793802,0.899999995
Oh these sounds.,Oh that sounds great.,Oh these sounds are so good.,34.9559125231,0.8048803210000001,0.0,0.39999999520000007
You see it.,You know to see it.,You see it.,37.0184271551,0.9036370516000001,0.0,0.7499999953125
For them you.,For them you know.,For them you know.,100.0,1.0000004768,1.0,0.999999995
Now mister collins like that.,Now mister collins may not like that.,Now mister collins like that.,72.7632299826,0.8733928204,0.0,0.8333333284722222
And they two oldest one ten.,And they looked the two oldest ones looked like ten.,And they have two oldest one is ten.,44.958698186,0.8838920593,0.0,0.5882352891349482
Groucho one heart.,Groucho got one heart.,Groucho has one heart.,65.211169263,0.9883420467,0.0,0.749999995
She twice as he.,She is like twice as big as he is now.,She was twice as tall as he was.,29.8687528361,0.9275078773000001,0.0,0.5714285665306124
I they ask.,I know they still ask.,I don't know what they are asking.,26.1104472859,0.757638216,0.0,0.499999995138889
Oh i i.,Oh i know i know.,Oh i am sorry i am.,11.7961330393,0.776058197,0.0,0.5714285665306124
I said you me better than i myself.,I said how do you know me better than i know myself.,I said you know me better than i know myself.,82.4229605586,0.9215505123000001,0.7097039016115906,0.8999999950500001
How is labor today it power.,How is labor today mobilizing its great power.,How is labor today it is not power.,52.3737514157,0.7884914875,0.3549481056010052,0.6666666616888889
Not round stones moon but stones.,Now not round stones like the moon but jagged stones.,Not round stones on the moon but stones.,58.3982858904,0.8762106895,0.0,0.6249999950781252
You know who i will.,You know who i will stick up for.,You know who i will be.,57.5069928907,0.8783739805,0.48354474047437324,0.7142857093877552
It is too sun did come.,It is too bad the sun did not come out.,It is too hot for the sun to come out.,50.1606460964,0.7930080891,0.0,0.699999995
Yeah she investments officer.,Yeah she was meeting with a investment officer so.,Yeah she is an investment officer.,53.2892308281,0.9303269386,0.0,0.5333333285333334
And he fred i to you here.,And he goes fred i want to talk to you come here.,And he said fred i will go to you here.,35.2137644087,0.904864192,0.0,0.6666666616780046
And the uhs the seventhirtyseven four.,And watch out for the uh the seventhirtyseven four.,And the uhs the seventhirtyseven four.,64.5476824971,0.8920782804,0.29640095400745814,0.6153846106508877
He there is conflicts.,He feels there is a conflict.,He is there is no conflict.,58.0740436019,0.7557510138,0.0,0.7272727223140496
They come oba.,They had apparently just come from oba.,They come in oba.,18.3276504107,0.8610838652,0.0,0.5454545408264463
Let them that he was that.,So let them know that he was doing that.,Let them know that he was not that.,66.7945672546,0.7988951206,0.45936133207830593,0.6666666616888889
I do get this.,See i do not get that.,I do not get this.,55.2831317171,0.8843713999,0.0,0.5454545404958678
The farm they had uh.,Even living on the farm they all had uh.,The farm they had uh.,40.8596742947,0.8674931526,0.0,0.5714285668367348
There was just so this whole.,There was just so much to this whole.,There was just so much of this whole thing.,78.363409616,0.9346663952,0.4671379777282001,0.823529406782007
Who knows a thing when he is it them up.,Who knows a good thing when he is on to it calls them up.,Who knows a thing when he is putting them up.,55.398509446,0.7506166697000001,0.30142755185453385,0.7499999951388889
And you can proposals twenty north clark street.,And you can drop off those proposals at twenty north clark street.,And you can make proposals twenty north clark street.,68.3663534341,0.9026099443000001,0.4008436038029662,0.7619047570068028
Do you what you dr.,Do you know what you want to dr.,Do you know what you are doing dr.,64.7372510426,0.8751806021,0.5133450480401704,0.7142857092857143
You have it the middles.,You do not have it in the middle.,You have to have it in the middle.,70.4117729009,0.8765513897,0.6104735835807844,0.7999999950222222
I thought you how to this.,Here i thought you knew how to do this.,I thought you know how to do this.,71.7141413592,0.9712131023,0.45936133207830593,0.7058823479584776
But if you there are registers.,But if you notice there are no registers in here.,But if you are there are registers.,54.0815034085,0.7704678178000001,0.0,0.7499999953125
No you it.,No you should see it.,No you can not do it.,24.4719110575,0.6562464237,0.0,0.5454545404958678
I will worry it.,I will not have to worry about it.,I will not worry about it.,67.9618827574,0.9357434511,0.44683107184405757,0.8571428522448981
Their life drawn christ.,Our life is drawn from christ.,Their life has drawn closer to christ.,45.1660303743,0.857252121,0.0,0.4615384565680473
Like we every bad thing could in my families.,Seems like we have got every bad thing there could be in our family.,Like we do every bad thing that could happen in my family.,45.952786721,0.9116014242,0.0,0.5384615334911242
I think it would.,I think it would be wonderful.,I think it would be.,60.8503220161,0.8941698074000001,0.6731821382417487,0.9090909041322315
And he that bag down and he.,And then he put that bag down and he dug in again.,And he put that bag down and he walked away.,57.0052143668,0.7954849005,0.5066546237581825,0.6999999950500001
Your ankle together darren.,Put your ankles together darren.,Your ankle is going to be together darren.,67.510631622,0.9147314429000001,0.0,0.3076923029585799
You can that.,Now you can open that.,You can do that.,33.115677216,0.8105996251,0.0,0.4444444395061729
And we lifetime that.,And we spend a lifetime that is right.,And we have a lifetime of that.,40.3607785106,0.9065214992,0.0,0.6666666616888889
I will him call.,I will give him a call.,I will call him up.,32.8091299464,0.9676949978,0.0,0.5454545404958678
These does make any senses,Maybe maybe this does not make any sense to.,These does not make any sense.,55.044023057,0.859819293,0.41917424905767126,0.6666666618666668
And we that as we look moses.,And we are going to see that as we look at moses.,And we know that as we look at moses.,59.9072620547,0.9201933146,0.523837587470595,0.7368421003878117
He real and i had your interview,He was real young and i had my interview in the.,He was real and i had your interview.,54.2482030733,0.8734851480000001,0.0,0.7368421003878117
Which adds bits.,Which adds a bit.,Which adds a few bits.,68.4386662399,0.9366128445,0.0,0.6666666617283951
They saw the man who had been possessed by the legion demons.,When they came to jesus they saw the man who had been possessed by the legion of demons.,They saw the man who had been possessed by the legion demons.,68.337351633,0.9457323551000001,0.4986196509476859,0.7407407359122085
He iron with his multiples.,He is got iron with his multiples.,He ironed with his multiples.,67.4933893508,0.9047145844000001,0.38498150077635496,0.6666666618055556
And say turn headings one six zero.,Just go ahead and say turn left heading one six zero.,And say turn headings one six zero.,51.6303444673,0.920627594,0.2493651438887133,0.5555555508024692
Little water shane.,Lleave a little water in there shane.,Little water shane.,42.706433055,0.8821120262000001,0.0,0.3999999958
I horse things.,I do not do any horse things.,I don't like horse things.,54.8098147303,0.8880050182,0.0,0.5454545404958678
Owners managers et cetera.,Managerial owners managers et cetera.,Owners managers et cetera.,68.3133189618,0.9765789509,0.5475182535069453,0.6666666617283951
She them up for worlds.,She would not give them up for the world.,She threw them up for the world to see.,55.2941187057,0.7757136822,0.42728700639623407,0.6666666616666668
But that should not differences.,But that should not make any difference.,But that should not make any difference.,100.0,0.9999994040000001,1.0,0.999999995
It a packagings of kinds of and red.,It had a packaging of like kind of white and red.,It is a packagings of kinds of and red.,43.0619481038,0.915995121,0.0,0.555555550617284
It i be back shortly.,Try it out i will be back shortly . @end.,It is i will be back shortly.,61.0916978015,0.8873934746000001,0.41266825715677186,0.6249999950781252
You had look.,You had to look close.,You had to look.,66.0314545762,0.8836705089,0.5789300674674098,0.8888888839506174
His mothers fortyeight when he.,His mother was fortyeight when he was born.,His mother was forty eight when he was born.,100.0,0.9816913605,0.5253819788848316,0.7999999950222222
And there is to.,And there is going to be even.,And there is no need to.,43.4555672004,0.6323282719000001,0.0,0.6153846104142012
You lady or nothing.,You get leading lady or nothing.,You are a lady or nothing.,55.031783517,0.8755990863,0.4347208719449915,0.6666666616666668
I know what in,I do not know what is got in.,I know what is in the air in the room.,42.6107101096,0.6979503632,0.0,0.624999995
Times crowd coming.,What time is the crowd coming.,Times the crowd is coming.,54.9218277004,0.9286921024,0.0,0.5454545404958678
Well he like.,Well he would like.,Well he likes it.,37.9761835856,0.8799932599,0.0,0.4999999950000001
And i said this is what they are.,And i said well that is what they are going to think.,And i said this is what they are.,46.7880482435,0.8408149481,0.28617394805234075,0.6999999952000001
They paint trims the outside house.,They did paint the trim on the outside of the house.,They painted the trims on the outside of the house.,73.6525146618,0.9800451994,0.5548726605111575,0.7058823479584776
And they came it says they afraid.,And they came out it says they were afraid too.,And they came it says they are afraid.,62.9094638917,0.9331693053000001,0.0,0.7499999950781251
That loan i have.,That is the only loan i have.,That loan i have.,47.892820742,0.8953644037,0.3880684294761698,0.7272727226446282
You wateryeyed new age uh various theories of,All of the you know wateryeyed new age uh various theories of.,You wateryeyed new age uh various theories of the.,75.1182691318,0.9517012239,0.523837587470595,0.6999999950500001
How you going.,How are you going to.,How are you going to do that.,86.7545895544,0.972094059,0.5410822690539396,0.8333333284722222
There lot more book.,There is a lot more in the book.,There is a lot more in the book.,100.0,1.0,1.0,0.999999995
It person above a petition commencing,It appears the persons named above filed a petition commencing.,It is the person above a petition commencing.,58.6211383423,0.8738463521000001,0.2748887655709262,0.6666666617283951
And did you off.,And why did you run off.,And did you not get it off.,37.9473003171,0.8002998829,0.0,0.6153846104142012
And i think that line but i think.,And i think that line is really fuzzy but i think often.,And i think that line is a little bit too long but i think.,56.9566840484,0.7951058149,0.42311785416105785,0.6363636314049588
My other one and apart.,My other one is tearing and falling apart.,My other one is a little bit farther and apart.,48.3175653764,0.8478305340000001,0.28997844147152074,0.6666666617283951
I importance of craft.,I feel about the importance of craft.,I think the importance of craft.,67.7646369749,0.9582455158000001,0.5578002860768766,0.7692307642603551
Take six nph because i be low this.,Take six nph because i would be low with this then definitely.,Take six nph because i will be low on this.,48.2980577493,0.9568322301000001,0.3582589201789297,0.7272727223140496
Crap its minds is.,Crap crap your mind is crap.,Crap its mind is is.,26.5483334156,0.8993395567,0.0,0.6666666617283951
Chalk from the chalkboards.,Get chalk from the chalkboard.,Chalk from the chalkboard.,85.0709043134,0.9188414812000001,0.5475182535069453,0.6666666617283951
Till it the point it immobilizes you.,Till it gets to the point where it totally immobilizes you.,Till it gets to the point it immobilizes you.,68.9110652094,0.9926056862,0.5531345601521246,0.8888888839506174
She just do control her body.,She just do not have no control over her body.,She just can not control her body.,47.4876077121,0.9647298455000001,0.0,0.7058823480968859
And get it set then.,And to get it set up then.,And get it set up then.,78.118380797,0.9751857519,0.7289545183625967,0.9230769181065088
Plans in areas that.,Plans in areas that are not selected.,Plans in the area that.,30.7307075645,0.8768920302000001,0.0,0.499999995138889
Well evelyn me stay the book.,Well evelyn helped me stay with the book.,Well evelyn let me stay with the book.,75.0464198979,0.9422875643,0.6606328636027614,0.874999995
It is catch it you know.,It is got a good catch to it you know.,It is just catch it you know.,45.6178405724,0.8255788088,0.2936697784628213,0.7058823480968859
Because i never i never sickness him at.,Because i never i never nag about sickness to him at all.,Because i never i never had a sickness with him at all.,66.8536056384,0.9267981052,0.49735673561245436,0.699999995
These you make humor.,That is how you make humor.,These you can make some humor.,37.8405389913,0.8856797218,0.0,0.4999999950000001
Minutes they said we.,In a few minutes they said well we will.,Minutes later they said we are.,40.985518502,0.9069453478,0.0,0.39999999520000007
With it way.,With it cut that way.,With it in the way.,37.49839968,0.7852844,0.0,0.5999999950000001
Harry all ways.,Harry went all the way.,Harry is all the way.,60.531035417,0.920545578,0.537284965911771,0.7999999950000002
And then all sudden it skyrocketing down.,And then all of a sudden it comes skyrocketing down.,And then all of a sudden it was skyrocketing down.,84.5784585281,0.9611973763,0.7016879391277371,0.899999995
It boils six minute.,It boils for six minutes.,It boils for six minutes.,100.0,0.9999995828,1.0,0.999999995
Janine uses charlie times.,Janine uses charlie all the time.,Janine uses charlie several times.,65.4469780884,0.9357538223,0.0,0.5454545404958678
And she but that to.,And she said but that is scary to do.,And she said but that was not to.,60.5300300909,0.8302052021,0.43443712531357925,0.7058823479584776
They other side.,When they are driving on the other side.,They are on the other side.,56.0178012494,0.8680163622,0.48354474047437324,0.7142857093877552
And put it there.,And put it in there.,And put it there.,66.407093785,0.9498255849,0.0,0.8888888839506174
They r uat least by eight clock.,They go r uat least by eight of the clock.,They r uat least by eight clock.,63.3835282054,0.9626014233,0.42253730625110847,0.8235294069204152
You it you know i.,You know it is uh you know i.,You know it you know i know.,61.2196601128,0.899959445,0.0,0.8333333284722222
And she and.,And she goes and.,And she was and.,49.6038406897,0.8561171293000001,0.0,0.749999995
If i acted.,Than if i acted.,If i acted.,55.3536325235,0.9389652014000001,0.0,0.5714285665306124
We do a little that.,So we might do a little of that.,We do a little of that.,64.4583858674,0.9320647717,0.608025321419836,0.7142857093877552
You somebody to in and.,You need somebody to come in and go.,You want somebody to come in and look at it.,64.4575849845,0.8258751035,0.3816330911371337,0.6666666617283951
Because that what it.,Because that is what it was.,Because that is what it is.,83.3734112831,0.9234893322000001,0.6434588841607617,0.9090909041322315
It that there.,Put it on that railing over there.,It is that there.,23.8549374332,0.7415102720000001,0.0,0.36363635900826446
I did not think she part plains wife.,I just did not think she looked the part of a plains wife.,I did not think she was part of the plains wife.,60.2732230094,0.9177820683000001,0.30414436445480175,0.7499999950347224
You to adjust altitudes.,You have to adjust for altitude.,You have to adjust the altitude.,76.9509757553,0.9586338997,0.488923022434901,0.8333333283333335
I i pay forty dollar and ups.,I would say i would expect to pay maybe forty dollars and up.,I i pay forty dollars and ups.,38.6595238376,0.870513916,0.0,0.6315789427146814
I would i him.,I would not be here i would have murdered him.,I would not i would not like him.,36.3943181111,0.7867161036,0.0,0.6666666618666668
Okay and then hips up.,Okay and then spring the hip up.,Okay and then bring the hips up.,71.9738498217,0.9235035181000001,0.0,0.7142857092857143
You know what if you.,You know what if you go down to.,You know what if you do.,66.7119408014,0.8963696957,0.48354474047437324,0.7142857093877552
Yeah i tell him.,Yeah i will tell him.,Yeah i tell him.,56.1453398229,0.9597206116,0.0,0.8888888839506174
Which going drive which.,Which is going to drive which.,Which is going to drive which.,100.0,1.0,1.0,0.999999995
I mean these some of things.,I mean these are some of the nittygritty things.,I mean these are some of the things.,67.6814826337,0.9100805521,0.7189393375176814,0.9411764656055364
Lenore what it.,Lenore what is it do yo.,Lenore what is it.,73.8524432878,0.9404769540000001,0.4739878501170792,0.7999999952000001
That this where it.,That that is physically where it was.,That is where this is going.,25.3871105423,0.7425334454,0.0,0.499999995138889
You because you get down.,You see because you get a down.,You know because you get down.,61.0636489115,0.9263750315,0.0,0.7692307642603551
Thereby as a healthy ma.,Thereby conceptualizing free will as similar to a healthy ma.,Thereby as a healthy ma.,31.0084686812,0.8424521685,0.24439253249722195,0.6666666622222223
Newspapers his lap.,Put the newspaper on his lap.,Newspapers on his lap.,57.5471053896,0.9316786528000001,0.4482700320176827,0.5999999952
I could believe it.,I could not believe it.,I could not believe it.,100.0,0.9999998808,1.0,0.999999995
Mhm tim these.,Mhm tim said that.,Mhm tim is going to do this.,32.227566156,0.8857229948,0.0,0.36363635900826446
Tell me i can.,Tell me when i can look.,Tell me i can not.,34.243441306,0.7422791719,0.0,0.7272727223140496
Because uh i like guys him.,Because uh i like this guy love him.,Because uh i like guys like him.,58.7842200277,0.9304711223000001,0.3628241434631103,0.7142857093877552
That i do.,Now that i do not believe.,That i do not know.,40.3749729538,0.7803977132000001,0.0,0.5454545404958678
I they horsehooves in gelatin,I thought they used the horsehooves in for gelatin that is not so ?.,I think they put the horsehooves in the gelatin.,46.6118675544,0.9136493206,0.0,0.5454545408264463
I am hip man i her debts.,I am hip man i got to get outa my debts.,I am a hip man i am paying her debts.,35.6952750042,0.8757692575,0.0,0.5999999950500001
I think you think you its table.,I think you think you better go back to your table fast.,I think you think you are going to put it on the table.,46.4951335915,0.8644117117000001,0.29899503549981366,0.47619047120181407
And you got somebody.,And you got to have somebody.,And you got somebody.,63.0726169855,0.8851834536000001,0.0,0.7999999952000001
He would get paid week.,He would get paid once a week.,He would get paid a week.,71.5885330759,0.9555106163,0.5154486831107657,0.9230769181065088
I to somebody who.,I look up to somebody who is seventy.,I am going to talk to somebody who.,44.1509173588,0.7219289541,0.0,0.5333333283555556
Kim the nights i you.,Kim could not spend the night i told you.,Kim the nights i dont know if you.,32.4004541504,0.7908041477000001,0.0,0.4705882303114187
Yeah she is got boyfriends.,Yeah she is even got a boyfriend.,Yeah she is got a boyfriend.,75.3013361056,0.9606361389,0.5154486831107657,0.9230769181065088
He will you in bulgaria.,He will get you off in bulgaria.,He will not be able to see you in bulgaria.,53.255568061700004,0.8238476515000001,0.0,0.5882352892733564
I i with these.,I t i agree with that.,I i am going to do with these.,29.6541358906,0.6729187965,0.0,0.4285714236734694
Again i to his concerns in case scenario.,Again i was trying to reframe his concerns in the best case scenario.,Again i would like to address his concerns in the case scenario.,56.3973251618,0.8637875915000001,0.29633403702962485,0.7199999950079999
We to play them.,We all want to play with them.,We are going to play them.,33.3796506788,0.7819111347000001,0.0,0.6153846104142012
And she germany.,And she stayed in germany.,And she is in germany.,58.4187874516,0.8733122945,0.0,0.7999999950000002
Oh i thought we were going the buttons phones.,We literally oh i thought we were going to wear out the buttons on the phone.,Oh i thought we were going to be going to the buttons on the phones.,65.4405184905,0.8777133226,0.4405136963304348,0.6666666617283951
You it is hard for me.,You know it is like really hard for me.,You know it is hard for me.,59.8006306771,0.9368966818000001,0.5384952356064083,0.8749999950781251
Yeah but he like that.,Yeah but he just goes like that.,Yeah but he didn't like that.,56.1353773531,0.7298792601,0.0,0.7692307642603551
It lot first.,It hurt a lot at first.,It was a lot of fun at first.,45.9944703177,0.8151868582,0.0,0.7142857093877552
And i hey we all codes.,And i said hey look we are all within the code.,And i hey we all have all the codes.,31.4426565582,0.8419728875,0.0,0.6315789424930748
And you switch it.,And you can set a switch on it.,And you can switch it.,56.9410562032,0.8984461427,0.0,0.7692307644970415
You he the program.,You know he is on the program.,You know he is in the program.,82.9791251845,0.9613513947000001,0.5,0.8571428521428571
Draw vodnoy behind get his pictures.,Could try to draw vodnoy from behind get his picture.,Draw vodnoy behind get his pictures.,59.2586958956,0.9503075480000001,0.0,0.49999999531250006
