Source,Target,Gen_comp,ChrF,Cos_sim_t5,BLEU,RougeL
Because they were fucking me hard.,Because they were fucking me around so hard.,Because they were fucking me hard.,72.6065475603,0.9442747235000001,0.5313746898412454,0.8571428522448981
I did think they but i they maybe.,I did not think they were but i think they maybe are.,I did not think they were going to be there but i think they might be.,76.5449444531,0.9123071432000001,0.4385068972747104,0.6956521689981097
I us into that.,I mean let us look into pursuing that.,I am going to put us into that.,30.3689696617,0.803124547,0.0,0.4999999950000001
And i you make good dingo.,And i said oh well you must make good dingo.,And i think you make good dingo.,48.6333070973,0.899361968,0.2936697784628213,0.7058823480968859
And you breadbox like your cabinet.,And said oh whwhen you see a dark brown breadbox like your cabinets.,And you have a breadbox like your cabinet.,47.36328795,0.8831641674,0.0,0.5714285667120181
They have real trails.,They have real pretty trails.,They have real trails.,64.861061641,0.9498020411,0.0,0.8888888839506174
I voting favor of it.,I am voting in favor of it.,I am voting in favor of it.,100.0,1.0000001192,1.0,0.999999995
You are probably.,You are probably trying.,You are probably not.,66.3692941487,0.821985364,0.0,0.749999995
I like twentytwo kids.,I have like twentytwo kids.,I like twentytwo kids.,79.2732940476,0.8907819986000001,0.5789300674674098,0.8888888839506174
Me see if we milk.,Let me see if we have enough milk.,Me see if we can milk.,35.939762308,0.8816854954000001,0.0,0.5714285665306124
When you to be.,When are you going to be here till.,When you want to be.,20.1935498429,0.7933779955,0.0,0.6153846106508877
I if you sa.,I wondered if you would sa.,I would be happy if you sa.,32.4348060483,0.8546905518,0.0,0.6153846104142012
It so it.,It had so much wrong with it.,It is so it is.,9.0239587163,0.6654283999999999,0.0,0.5454545408264463
They faith in system.,They lost faith in the system.,They have faith in the system.,71.1943817053,0.8255999088,0.6434588841607617,0.8333333283333335
But you see that is always me but it comes.,But you see that is always worked for me too but it comes back.,But you see that is always me but it comes.,59.9149091536,0.8442454338000001,0.4295749364443061,0.8333333284722222
I know somebody who a living musician.,I know somebody who makes a living as a musician.,I know somebody who is a living musician.,69.7381569829,0.9816385508000001,0.3229365231336652,0.823529406782007
I not had ice cubes september.,Only i have not had ice cubes here since september.,I have not had ice cubes september.,62.038027589,0.9478074312,0.40866465020165643,0.7058823480968859
If i way.,If i said no way.,If i could find a way.,26.7856928429,0.7937705517,0.0,0.5454545404958678
I do i thethey they did,I do not know i do not know thethey they did not.,I do not know i do not know thethey did not.,90.2385689605,0.9867428541000001,0.7677331684336531,0.9333333283555556
And i you.,And i will catch you.,And i think you are.,21.7651839362,0.7587040067,0.0,0.5999999950000001
People have information they.,People have the information they need.,People have information they want to share.,68.6678038467,0.9011420012,0.0,0.6153846104142012
I had a few weeks.,I have had a few this week.,I had a few weeks.,38.9604080458,0.8049088717,0.0,0.6666666618055556
Never had that.,Never had that happen before.,Never had that.,47.6504273774,0.8671255708000001,0.0,0.7499999953125
He did me though.,He did not bow to me though.,He did not do it to me though.,70.8351533813,0.859788537,0.43167001068522526,0.7999999950222222
From lifting up hood and it.,Just from lifting up the hood and looking at it.,From lifting up the hood and it.,60.2184743162,0.9454905987000001,0.40866465020165643,0.7058823480968859
And all about sick barbara jean she tiny and.,And told all about how sick barbara jean was when she was tiny and.,And all about sick barbara jean she is tiny and.,56.9394309456,0.9069144726,0.0,0.78260869073724
So those would just places.,So those would just be places to start from.,So those would be just places.,48.1362506625,0.8985604048,0.0,0.6666666618666668
Big or go all.,Go big or do not go at all.,Big or go all the way.,21.4977906134,0.9000028372000001,0.0,0.4285714236734694
And then it comes insulin do.,And then it comes down when the insulins finally do get working.,And then it comes to insulin do.,37.3537523317,0.8622475266,0.20479259709128803,0.5263157848199447
They got office here in nappa.,They have got an office here in nappa.,They got a office here in nappa.,67.7039799608,0.9884260893000001,0.4962644776757998,0.7999999950222222
Any question way up norm.,Have any questions on the way up ask norm.,Any question way up the norm.,44.7006240571,0.7848846316,0.0,0.39999999520000007
Now you are going back.,Now you are not going to go back.,Now you are going back.,50.5448836388,0.8742554188,0.0,0.7692307644970415
You not see him.,You should not see him again.,You do not see him.,39.4004441613,0.7409013510000001,0.0,0.7272727223140496
And play sides b a side b.,And play side a then side b then side a side b.,And play sides b a side b.,43.4279852766,0.9397556186,0.22871025343125118,0.8333333283333335
Where you they.,Where would you suggest they would go.,Where do you think they are.,20.5399862837,0.8296777606,0.0,0.4999999950000001
Without the risk of killed.,Without running the risk of getting killed.,Without the risk of being killed.,56.8707370991,0.9671492577,0.0,0.7692307642603551
I did see her.,I did not see her.,I did not see her.,100.0,1.0,1.0,0.999999995
I on them.,I always comment on them.,I am on them.,30.4368942032,0.7894945145000001,0.0,0.6666666617283951
And he that bag it his back again.,And then he picked that bag up put it on his back again.,And he that bag it on his back again.,52.7664109278,0.9573563337000001,0.4121048229884572,0.8181818133471075
It is like i need talk windham those.,It is like i need to talk to windham about this.,It is like i need to talk to windham about those.,91.8884465627,0.9699429274,0.8265168183793802,0.899999995
Oh these sounds.,Oh that sounds great.,Oh these sounds are so good.,34.9559125231,0.8048803210000001,0.0,0.39999999520000007
You see it.,You know to see it.,You see it.,37.0184271551,0.9036370516000001,0.0,0.7499999953125
For them you.,For them you know.,For them you can.,62.4508412962,0.8522591591,0.0,0.749999995
Now mister collins like that.,Now mister collins may not like that.,Now mister collins is like that.,71.7141413592,0.8710160255,0.0,0.7692307642603551
And they two oldest one ten.,And they looked the two oldest ones looked like ten.,And they are the two oldest one is ten.,50.1719463433,0.9077080488,0.0,0.6666666616666668
Groucho one heart.,Groucho got one heart.,Groucho has one heart.,65.211169263,0.9883420467,0.0,0.749999995
She twice as he.,She is like twice as big as he is now.,She was twice as tall as he was.,29.8687528361,0.9275078773000001,0.0,0.5714285665306124
I they ask.,I know they still ask.,I think they ask.,25.5043832348,0.8544811010000001,0.0,0.6666666617283951
Oh i i.,Oh i know i know.,Oh i i.,14.7620439378,0.8147540689,0.0,0.7999999952000001
I said you me better than i myself.,I said how do you know me better than i know myself.,I said you know me better than i know myself.,82.4229605586,0.9215505123000001,0.7097039016115906,0.8999999950500001
How is labor today it power.,How is labor today mobilizing its great power.,How is labor today it is power.,49.4041639812,0.8997153044,0.3628241434631103,0.7142857093877552
Not round stones moon but stones.,Now not round stones like the moon but jagged stones.,Not round stones moon but stones.,51.2478273378,0.8846137524000001,0.0,0.5714285668367348
You know who i will.,You know who i will stick up for.,You know who i will call.,57.14234673,0.8662015200000001,0.48354474047437324,0.7142857093877552
It is too sun did come.,It is too bad the sun did not come out.,It is too hot and the sun did not come.,70.8048503221,0.8619193435,0.4832697830906221,0.7999999950000002
Yeah she investments officer.,Yeah she was meeting with a investment officer so.,Yeah she was an investment officer.,60.2652835397,0.9241349697000001,0.0,0.6666666618666668
And he fred i to you here.,And he goes fred i want to talk to you come here.,And he fred i to you here.,30.2896580125,0.8323524594,0.0,0.7777777730246914
And the uhs the seventhirtyseven four.,And watch out for the uh the seventhirtyseven four.,And the uhs the seventyseven.,38.6057235207,0.7996628284,0.0,0.33333332888888895
He there is conflicts.,He feels there is a conflict.,He is there is a conflict.,76.1585948975,0.925173521,0.6434588841607617,0.9090909041322315
They come oba.,They had apparently just come from oba.,They come from oba.,40.6480491911,0.8940333128,0.3880684294761698,0.7272727226446282
Let them that he was that.,So let them know that he was doing that.,Let them know that he was that.,67.1263972757,0.9372684956,0.4630777161991027,0.7142857093877552
I do get this.,See i do not get that.,I do not get this.,55.2831317171,0.8843713999,0.0,0.5454545404958678
The farm they had uh.,Even living on the farm they all had uh.,The farm they had uh.,40.8596742947,0.8674931526,0.0,0.5714285668367348
There was just so this whole.,There was just so much to this whole.,There was just so much of this whole.,83.7401138666,0.9491695166,0.5969491792019646,0.874999995
Who knows a thing when he is it them up.,Who knows a good thing when he is on to it calls them up.,Who knows a thing when he is itching to pick them up.,56.1327092584,0.7950086594,0.31382954168146787,0.7692307642603551
And you can proposals twenty north clark street.,And you can drop off those proposals at twenty north clark street.,And you can propose twenty north clark street.,62.5658324708,0.8933979273,0.3827521065936582,0.6999999952000001
Do you what you dr.,Do you know what you want to dr.,Do you know what you want to do dr.,94.3084124657,0.9619167447,0.7071067811865475,0.9333333283555556
You have it the middles.,You do not have it in the middle.,You have to have it in the middle.,70.4117729009,0.8765513897,0.6104735835807844,0.7999999950222222
I thought you how to this.,Here i thought you knew how to do this.,I thought you would know how to do this.,63.8489503825,0.9624062777000001,0.4518010018049224,0.6666666616666668
But if you there are registers.,But if you notice there are no registers in here.,But if you have to register.,37.5258219252,0.6699007154000001,0.0,0.3749999953125
No you it.,No you should see it.,No you can't do it.,24.7908779155,0.6589136720000001,0.0,0.5999999950000001
I will worry it.,I will not have to worry about it.,I will worry about it.,56.4633184342,0.8574317694,0.3665113625996641,0.7692307644970415
Their life drawn christ.,Our life is drawn from christ.,Their life was drawn to christ.,46.8165326186,0.8916468620000001,0.0,0.4999999950000001
Like we every bad thing could in my families.,Seems like we have got every bad thing there could be in our family.,Like we had every bad thing that could happen in my family.,48.4433853746,0.9185371399000001,0.0,0.5384615334911242
I think it would.,I think it would be wonderful.,I think it would be.,60.8503220161,0.8941698074000001,0.6731821382417487,0.9090909041322315
And he that bag down and he.,And then he put that bag down and he dug in again.,And he put that bag down and he.,58.0615221866,0.8516923189000001,0.49566781782923075,0.7777777730246914
Your ankle together darren.,Put your ankles together darren.,Your ankle is together darren.,75.1174565774,0.9378720522,0.0,0.3999999950000001
You can that.,Now you can open that.,You can do that.,33.115677216,0.8105996251,0.0,0.4444444395061729
And we lifetime that.,And we spend a lifetime that is right.,And we have a lifetime of that.,40.3607785106,0.9065214992,0.0,0.6666666616888889
I will him call.,I will give him a call.,I will let him call.,37.7942106879,0.9513249993,0.0,0.7272727223140496
These does make any senses,Maybe maybe this does not make any sense to.,These does not make any sense.,55.044023057,0.859819293,0.41917424905767126,0.6666666618666668
And we that as we look moses.,And we are going to see that as we look at moses.,And we think that as we look at moses.,61.4389596201,0.9136621952,0.523837587470595,0.7368421003878117
He real and i had your interview,He was real young and i had my interview in the.,He was real and i had your interview.,54.2482030733,0.8734851480000001,0.0,0.7368421003878117
Which adds bits.,Which adds a bit.,Which adds bits.,64.2394642395,0.9074946642,0.0,0.5714285665306124
They saw the man who had been possessed by the legion demons.,When they came to jesus they saw the man who had been possessed by the legion of demons.,They saw the man who had been possessed by the legion of demons.,74.9447854664,0.9551249146,0.643224856828013,0.7857142808163265
He iron with his multiples.,He is got iron with his multiples.,He ironed with his multiples.,67.4933893508,0.9047145844000001,0.38498150077635496,0.6666666618055556
And say turn headings one six zero.,Just go ahead and say turn left heading one six zero.,And say turn headings one six zero.,51.6303444673,0.920627594,0.2493651438887133,0.5555555508024692
Little water shane.,Lleave a little water in there shane.,Little water shane.,42.706433055,0.8821120262000001,0.0,0.3999999958
I horse things.,I do not do any horse things.,I have been doing horse things.,49.635151651,0.8077017069,0.0,0.4999999950000001
Owners managers et cetera.,Managerial owners managers et cetera.,Owners managers et cetera.,68.3133189618,0.9765789509,0.5475182535069453,0.6666666617283951
She them up for worlds.,She would not give them up for the world.,She hung them up for the world.,58.3215441525,0.8134166002000001,0.5506953149031837,0.7499999950781251
But that should not differences.,But that should not make any difference.,But that should not be the difference.,70.8438897211,0.909132719,0.4111336169005197,0.7142857092857143
It a packagings of kinds of and red.,It had a packaging of like kind of white and red.,It is a packaging of all kinds of red and blue.,41.0763618414,0.8581411242,0.0,0.4999999950000001
It i be back shortly.,Try it out i will be back shortly . @end.,It i will be back shortly.,63.970147585,0.8916413784,0.3960914423407551,0.6666666618666668
You had look.,You had to look close.,You had a look.,34.969019133,0.8139382601,0.0,0.6666666617283951
His mothers fortyeight when he.,His mother was fortyeight when he was born.,His mother was fortyeight when he was born.,100.0,1.0000002384,1.0,0.999999995
And there is to.,And there is going to be even.,And there is to be.,46.2459369569,0.8320896626000001,0.0,0.8333333284722222
You lady or nothing.,You get leading lady or nothing.,You lady or nothing.,54.9546658755,0.8948599696,0.4739878501170792,0.7999999952000001
I know what in,I do not know what is got in.,I don't know what in the world.,49.1198589371,0.8629413843,0.0,0.5333333283555556
Times crowd coming.,What time is the crowd coming.,Times crowd coming.,50.212639577,0.8901290298000001,0.0,0.44444444000000005
Well he like.,Well he would like.,Well he likes.,39.1111368614,0.9077349305,0.0,0.5714285665306124
And i said this is what they are.,And i said well that is what they are going to think.,And i said this is what they are.,46.7880482435,0.8408149481,0.28617394805234075,0.6999999952000001
They paint trims the outside house.,They did paint the trim on the outside of the house.,They painted the trim on the outside of the house.,80.5877806904,0.9853118658000001,0.7369231628533762,0.823529406782007
And they came it says they afraid.,And they came out it says they were afraid too.,And they came it says they were afraid.,75.94645244,0.9575127363,0.49228386893821685,0.8749999950781251
That loan i have.,That is the only loan i have.,That loan i have.,47.892820742,0.8953644037,0.3880684294761698,0.7272727226446282
You wateryeyed new age uh various theories of,All of the you know wateryeyed new age uh various theories of.,You wateryeyed new age uh various theories of.,73.6678572075,0.9488870502000001,0.5535566902494308,0.7368421003878117
How you going.,How are you going to.,How are you going to go.,92.4552491486,0.9167025089,0.6434588841607617,0.9090909041322315
There lot more book.,There is a lot more in the book.,There is a lot more book.,72.9275994113,0.9428759217,0.5313746898412454,0.8571428522448981
It person above a petition commencing,It appears the persons named above filed a petition commencing.,It is a person above a petition commencing with.,50.1536028138,0.8600221276000001,0.0,0.555555550617284
And did you off.,And why did you run off.,And did you get off.,36.3569852861,0.8122475743,0.0,0.7272727223140496
And i think that line but i think.,And i think that line is really fuzzy but i think often.,And i think that line but i think.,54.1099165608,0.8404027224,0.394190106711426,0.7499999953125
My other one and apart.,My other one is tearing and falling apart.,My other one is broken and apart.,46.1415232071,0.9679806232,0.37707945965932077,0.7999999950222222
I importance of craft.,I feel about the importance of craft.,I think the importance of craft.,67.7646369749,0.9582455158000001,0.5578002860768766,0.7692307642603551
Take six nph because i be low this.,Take six nph because i would be low with this then definitely.,Take six nph because i will be low on this.,48.2980577493,0.9568322301000001,0.3582589201789297,0.7272727223140496
Crap its minds is.,Crap crap your mind is crap.,Crap its minds is.,19.5356163512,0.8981200457,0.0,0.4444444395061729
Chalk from the chalkboards.,Get chalk from the chalkboard.,Chalk from the chalkboards.,80.6283091402,0.8960748911,0.0,0.4444444395061729
Till it the point it immobilizes you.,Till it gets to the point where it totally immobilizes you.,Till it gets to the point where it immobilizes you.,81.8708420216,0.99198246,0.7426141117870938,0.9473684160664821
She just do control her body.,She just do not have no control over her body.,She just do not control her body.,59.3370184458,0.9704077244,0.355310106137518,0.8235294069204152
And get it set then.,And to get it set up then.,And get it set up then.,78.118380797,0.9751857519,0.7289545183625967,0.9230769181065088
Plans in areas that.,Plans in areas that are not selected.,Plans in areas that are not.,72.95121288,0.9501962066,0.7289545183625967,0.9230769181065088
Well evelyn me stay the book.,Well evelyn helped me stay with the book.,Well evelyn me stay in the book.,54.8973854762,0.8706283569000001,0.0,0.7999999950222222
It is catch it you know.,It is got a good catch to it you know.,It is catch it you know.,46.4633663113,0.8433525562,0.28695177126851573,0.7499999953125
Because i never i never sickness him at.,Because i never i never nag about sickness to him at all.,Because i never i never sickness him at.,59.8683898709,0.91254282,0.35049007520298736,0.7499999953125
These you make humor.,That is how you make humor.,These are the things you make up for humor.,41.3456090006,0.8840426207000001,0.0,0.39999999520000007
Minutes they said we.,In a few minutes they said well we will.,Minutes later they said we should.,40.1475015811,0.9285712242,0.0,0.39999999520000007
With it way.,With it cut that way.,With it going the way.,36.0525448111,0.7653409243,0.0,0.5999999950000001
Harry all ways.,Harry went all the way.,Harry all the way.,62.0560750657,0.8710061312,0.5789300674674098,0.8888888839506174
And then all sudden it skyrocketing down.,And then all of a sudden it comes skyrocketing down.,And then all of a sudden it started skyrocketing down.,81.2440333387,0.9593499303,0.7016879391277371,0.899999995
It boils six minute.,It boils for six minutes.,It boils for six minutes.,100.0,0.9999995828,1.0,0.999999995
Janine uses charlie times.,Janine uses charlie all the time.,Janine uses charlie times.,68.7502236414,0.8753442168000001,0.0,0.5999999952
And she but that to.,And she said but that is scary to do.,And she said but that to.,61.6243765346,0.8062297106,0.43564355400687105,0.7999999952000001
They other side.,When they are driving on the other side.,They are on the other side.,56.0178012494,0.8680163622,0.48354474047437324,0.7142857093877552
And put it there.,And put it in there.,And put it there.,66.407093785,0.9498255849,0.0,0.8888888839506174
They r uat least by eight clock.,They go r uat least by eight of the clock.,They r uat least by eight clock.,63.3835282054,0.9626014233,0.42253730625110847,0.8235294069204152
You it you know i.,You know it is uh you know i.,You know it you know i.,68.419123241,0.9469391108,0.44683107184405757,0.8333333284722222
And she and.,And she goes and.,And she and.,44.6996130981,0.9115546942,0.0,0.8571428522448981
If i acted.,Than if i acted.,If i acted.,55.3536325235,0.9389652014000001,0.0,0.5714285665306124
We do a little that.,So we might do a little of that.,We do a little of this.,51.5566727222,0.9094341993,0.32668286409255026,0.5714285665306124
You somebody to in and.,You need somebody to come in and go.,You have somebody to go in and out.,44.3848918974,0.9269058704,0.0,0.624999995
Because that what it.,Because that is what it was.,Because that is what it is.,83.3734112831,0.9234893322000001,0.6434588841607617,0.9090909041322315
It that there.,Put it on that railing over there.,It is that there is.,20.4016430778,0.7159764767,0.0,0.36363635900826446
I did not think she part plains wife.,I just did not think she looked the part of a plains wife.,I did not think she was going to be a part of the plains wife.,59.3519472391,0.9263635874,0.26518122980477765,0.6428571378826532
You to adjust altitudes.,You have to adjust for altitude.,You have to adjust altitude.,78.8782079803,0.9683628082,0.5115078115793242,0.9090909041322315
I i pay forty dollar and ups.,I would say i would expect to pay maybe forty dollars and up.,I pay forty dollar and ups.,29.9467267154,0.8558089733,0.0,0.44444444000000005
I would i him.,I would not be here i would have murdered him.,I would not have id him.,34.7717802735,0.7660733461,0.0,0.6666666618666668
Okay and then hips up.,Okay and then spring the hip up.,Okay and then hips up.,47.5631589655,0.9277912378000001,0.0,0.6666666618055556
You know what if you.,You know what if you go down to.,You know what if you do not.,66.2200978063,0.8578140736000001,0.47750342648354643,0.6666666616888889
Yeah i tell him.,Yeah i will tell him.,Yeah i will tell him.,100.0,1.0000004768,1.0,0.999999995
Which going drive which.,Which is going to drive which.,Which going to drive which.,80.7332561921,0.9902361631000001,0.6731821382417487,0.9090909041322315
I mean these some of things.,I mean these are some of the nittygritty things.,I mean these are some of the things.,67.6814826337,0.9100805521,0.7189393375176814,0.9411764656055364
Lenore what it.,Lenore what is it do yo.,Lenore knows what it is.,41.3214516056,0.8318728209,0.0,0.5454545404958678
That this where it.,That that is physically where it was.,That this is where it is.,36.194732321,0.9046568274000001,0.0,0.6666666618055556
You because you get down.,You see because you get a down.,You because you get down.,63.2866294717,0.8931343555000001,0.0,0.8333333284722222
Thereby as a healthy ma.,Thereby conceptualizing free will as similar to a healthy ma.,Thereby as a healthy ma.,31.0084686812,0.8424521685,0.24439253249722195,0.6666666622222223
Newspapers his lap.,Put the newspaper on his lap.,Newspapers on his lap.,57.5471053896,0.9316786528000001,0.4482700320176827,0.5999999952
I could believe it.,I could not believe it.,I could not believe it.,100.0,0.9999998808,1.0,0.999999995
Mhm tim these.,Mhm tim said that.,Mhm tim these are.,33.3569208569,0.819396019,0.0,0.4999999950000001
Tell me i can.,Tell me when i can look.,Tell me i can.,33.6433300458,0.8225220442000001,0.0,0.7999999952000001
Because uh i like guys him.,Because uh i like this guy love him.,Because uh i like guys like him.,58.7842200277,0.9304711223000001,0.3628241434631103,0.7142857093877552
That i do.,Now that i do not believe.,That i do not know.,40.3749729538,0.7803977132000001,0.0,0.5454545404958678
I they horsehooves in gelatin,I thought they used the horsehooves in for gelatin that is not so ?.,I think they put their horsehooves in gelatin.,40.3520785487,0.9242660999000001,0.0,0.4545454499173554
I am hip man i her debts.,I am hip man i got to get outa my debts.,I am a hip man i have to pay her debts.,36.6196072246,0.8869646192,0.0,0.6363636313636364
I think you think you its table.,I think you think you better go back to your table fast.,I think you think you want to put it on the table.,45.8635023567,0.8471781611,0.32523403430389786,0.4999999950000001
And you got somebody.,And you got to have somebody.,And you got somebody.,63.0726169855,0.8851834536000001,0.0,0.7999999952000001
He would get paid week.,He would get paid once a week.,He would get paid every week.,64.9502296585,0.9078141451,0.42383656282787796,0.7692307642603551
I to somebody who.,I look up to somebody who is seventy.,I went to somebody who was.,45.6528827949,0.7052236795,0.0,0.5714285665306124
Kim the nights i you.,Kim could not spend the night i told you.,Kim the nights i want to go to you.,32.9415808814,0.7695723772,0.0,0.4705882303114187
Yeah she is got boyfriends.,Yeah she is even got a boyfriend.,Yeah she is got boyfriends.,58.6492297947,0.9245332479,0.0,0.6666666618055556
He will you in bulgaria.,He will get you off in bulgaria.,He will not let you in bulgaria.,61.0729705078,0.7837743163,0.0,0.7142857092857143
I i with these.,I t i agree with that.,I i have to do with these.,29.8081867606,0.7044376731,0.0,0.4615384565680473
Again i to his concerns in case scenario.,Again i was trying to reframe his concerns in the best case scenario.,Again i went to his concerns in case scenario.,52.2186808545,0.8780043125,0.0,0.7272727224380167
We to play them.,We all want to play with them.,We are going to play them.,33.3796506788,0.7819111347000001,0.0,0.6153846104142012
And she germany.,And she stayed in germany.,And she went to germany.,48.1964078402,0.8857976198,0.0,0.5999999950000001
Oh i thought we were going the buttons phones.,We literally oh i thought we were going to wear out the buttons on the phone.,Oh i thought we were going to press the buttons on the phones.,65.5168715142,0.8944005966,0.439490048233744,0.6666666617283951
You it is hard for me.,You know it is like really hard for me.,You know it is hard for me.,59.8006306771,0.9368966818000001,0.5384952356064083,0.8749999950781251
Yeah but he like that.,Yeah but he just goes like that.,Yeah but he doesn't like that.,59.6404002486,0.7642447352,0.0,0.7692307642603551
It lot first.,It hurt a lot at first.,It was a lot of work first.,34.874975009,0.8639083505,0.0,0.6153846104142012
And i hey we all codes.,And i said hey look we are all within the code.,And i hey we all know the codes.,31.0329080571,0.8641290665,0.0,0.6315789424930748
And you switch it.,And you can set a switch on it.,And you can switch it.,56.9410562032,0.8984461427,0.0,0.7692307644970415
You he the program.,You know he is on the program.,You he he the program.,48.2110889955,0.8227318525,0.0,0.7272727226446282
Draw vodnoy behind get his pictures.,Could try to draw vodnoy from behind get his picture.,Draw vodnoy behind get his pictures.,59.2586958956,0.9503075480000001,0.0,0.49999999531250006
Like lebanon became.,Just like lebanon just became.,Like lebanon became.,53.9108250725,0.9530211091,0.0,0.49999999531250006
