Source,Target,Gen_comp,ChrF,Cos_sim_t5,BLEU,RougeL
I did think they but i they maybe.,I did not think they were but i think they maybe are.,I did not think they were going to be there but i think they are going to be there.,72.2811109194,0.8590100408,0.3751840463233443,0.78260869073724
I us into that.,I mean let us look into pursuing that.,I am going to put us into that.,30.3689696617,0.803124547,0.0,0.4999999950000001
And i you make good dingo.,And i said oh well you must make good dingo.,And i think you make good dingo.,48.6333070973,0.899361968,0.2936697784628213,0.7058823480968859
And you breadbox like your cabinet.,And said oh whwhen you see a dark brown breadbox like your cabinets.,And you have to put the breadbox like in your cabinet.,42.9048141659,0.8679006696,0.0,0.4166666617013889
They have real trails.,They have real pretty trails.,They have real trails.,64.861061641,0.9498020411,0.0,0.8888888839506174
I voting favor of it.,I am voting in favor of it.,I vote in favor of it.,59.1915024424,0.9671417475,0.5578002860768766,0.7692307642603551
You are probably.,You are probably trying.,You are probably not.,66.3692941487,0.821985364,0.0,0.749999995
I like twentytwo kids.,I have like twentytwo kids.,I like twentytwo kids.,79.2732940476,0.8907819986000001,0.5789300674674098,0.8888888839506174
Me see if we milk.,Let me see if we have enough milk.,Me see if we can milk.,35.939762308,0.8816854954000001,0.0,0.5714285665306124
When you to be.,When are you going to be here till.,When you want to be.,20.1935498429,0.7933779955,0.0,0.6153846106508877
I if you sa.,I wondered if you would sa.,I would be happy if you sa.,32.4348060483,0.8546905518,0.0,0.6153846104142012
It so it.,It had so much wrong with it.,It is so so so.,7.3644304414,0.7233106494,0.0,0.3999999958
They faith in system.,They lost faith in the system.,They have faith in the system.,71.1943817053,0.8255999088,0.6434588841607617,0.8333333283333335
But you see that is always me but it comes.,But you see that is always worked for me too but it comes back.,But you see that is always me but it comes.,59.9149091536,0.8442454338000001,0.4295749364443061,0.8333333284722222
I know somebody who a living musician.,I know somebody who makes a living as a musician.,I know somebody who is a living musician.,69.7381569829,0.9816385508000001,0.3229365231336652,0.823529406782007
I not had ice cubes september.,Only i have not had ice cubes here since september.,I have not had ice cubes september.,62.038027589,0.9478074312,0.40866465020165643,0.7058823480968859
If i way.,If i said no way.,If i had a way.,25.5427949473,0.8268274069,0.0,0.5999999950000001
I do i thethey they did,I do not know i do not know thethey they did not.,I do not know the they did not do.,63.1779599205,0.94632411,0.29970049720354364,0.7999999950222222
And i you.,And i will catch you.,And i think you are right.,20.4874719658,0.694018364,0.0,0.5454545404958678
People have information they.,People have the information they need.,People have information they want.,70.8375545468,0.9557759762,0.0,0.7272727223140496
I had a few weeks.,I have had a few this week.,I had a few weeks off.,37.6846175973,0.8021735549,0.0,0.6153846104142012
Never had that.,Never had that happen before.,Never had that.,47.6504273774,0.8671255708000001,0.0,0.7499999953125
He did me though.,He did not bow to me though.,He did not do me though.,67.6986661278,0.8600082994,0.0,0.7692307642603551
From lifting up hood and it.,Just from lifting up the hood and looking at it.,From lifting up the hood and it.,60.2184743162,0.9454905987000001,0.40866465020165643,0.7058823480968859
And all about sick barbara jean she tiny and.,And told all about how sick barbara jean was when she was tiny and.,And all about sick barbara jean she is tiny and.,56.9394309456,0.9069144726,0.0,0.78260869073724
So those would just places.,So those would just be places to start from.,So those would be just places.,48.1362506625,0.8985604048,0.0,0.6666666618666668
Big or go all.,Go big or do not go at all.,Big or go all the way.,21.4977906134,0.9000028372000001,0.0,0.4285714236734694
And then it comes insulin do.,And then it comes down when the insulins finally do get working.,And then it comes to insulin do.,37.3537523317,0.8622475266,0.20479259709128803,0.5263157848199447
They got office here in nappa.,They have got an office here in nappa.,They got a office here in nappa.,67.7039799608,0.9884260893000001,0.4962644776757998,0.7999999950222222
Any question way up norm.,Have any questions on the way up ask norm.,Any question way up the norm.,44.7006240571,0.7848846316,0.0,0.39999999520000007
Now you are going back.,Now you are not going to go back.,Now you are going to go back.,77.9221415893,0.88398242,0.6101950432112578,0.9333333283555556
You not see him.,You should not see him again.,You do not see him.,39.4004441613,0.7409013510000001,0.0,0.7272727223140496
And play sides b a side b.,And play side a then side b then side a side b.,And play sides b a side b.,43.4279852766,0.9397556186,0.22871025343125118,0.8333333283333335
Where you they.,Where would you suggest they would go.,Where you can see them.,18.1798264055,0.7716017962,0.0,0.36363635867768596
Without the risk of killed.,Without running the risk of getting killed.,Without the risk of being killed.,56.8707370991,0.9671492577,0.0,0.7692307642603551
I did see her.,I did not see her.,I did not see her.,100.0,1.0,1.0,0.999999995
I on them.,I always comment on them.,I was on them.,30.9446928988,0.7681768537,0.0,0.6666666617283951
And he that bag it his back again.,And then he picked that bag up put it on his back again.,And he that bagged it on his back again.,53.1728174643,0.9522489309000001,0.38350675073246887,0.7272727224380167
It is like i need talk windham those.,It is like i need to talk to windham about this.,It is like i need to talk to windham about those.,91.8884465627,0.9699429274,0.8265168183793802,0.899999995
Oh these sounds.,Oh that sounds great.,Oh these are the sounds.,37.1512857115,0.7294641733,0.0,0.4444444395061729
You see it.,You know to see it.,You see it.,37.0184271551,0.9036370516000001,0.0,0.7499999953125
For them you.,For them you know.,For them to be you.,43.9837939838,0.8149652481,0.0,0.6666666617283951
Now mister collins like that.,Now mister collins may not like that.,Now mister collins like that.,72.7632299826,0.8733928204,0.0,0.8333333284722222
And they two oldest one ten.,And they looked the two oldest ones looked like ten.,And they are the two oldest ones one ten.,53.5738589218,0.8952931166,0.3211703274087688,0.7777777727777778
Groucho one heart.,Groucho got one heart.,Groucho one heart.,67.6471145066,0.9644604921000001,0.0,0.8571428522448981
She twice as he.,She is like twice as big as he is now.,She twice as much as he.,32.2941894368,0.9118462801,0.0,0.6153846106508877
I they ask.,I know they still ask.,I think they ask.,25.5043832348,0.8544811010000001,0.0,0.6666666617283951
Oh i i.,Oh i know i know.,Oh i i.,14.7620439378,0.8147540689,0.0,0.7999999952000001
I said you me better than i myself.,I said how do you know me better than i know myself.,I said you know me better than i know myself.,82.4229605586,0.9215505123000001,0.7097039016115906,0.8999999950500001
How is labor today it power.,How is labor today mobilizing its great power.,How is labor today it is power.,49.4041639812,0.8997153044,0.3628241434631103,0.7142857093877552
Not round stones moon but stones.,Now not round stones like the moon but jagged stones.,Not round stones moon but stones.,51.2478273378,0.8846137524000001,0.0,0.5714285668367348
You know who i will.,You know who i will stick up for.,You know who i will be.,57.5069928907,0.8783739805,0.48354474047437324,0.7142857093877552
It is too sun did come.,It is too bad the sun did not come out.,It is too much sun did not come.,57.7295469048,0.9099166393,0.357388011362912,0.7777777728395062
Yeah she investments officer.,Yeah she was meeting with a investment officer so.,Yeah she is an investment officer.,53.2892308281,0.9303269386,0.0,0.5333333285333334
And he fred i to you here.,And he goes fred i want to talk to you come here.,And he fred i to you here.,30.2896580125,0.8323524594,0.0,0.7777777730246914
And the uhs the seventhirtyseven four.,And watch out for the uh the seventhirtyseven four.,And the uhs the seventyseven four.,50.6734763393,0.8651998043,0.0,0.4615384568047337
He there is conflicts.,He feels there is a conflict.,He is there is no conflict.,58.0740436019,0.7557510138,0.0,0.7272727223140496
They come oba.,They had apparently just come from oba.,They come oba.,18.0146960184,0.8701379299,0.0,0.5999999958
Let them that he was that.,So let them know that he was doing that.,Let them know that he was that.,67.1263972757,0.9372684956,0.4630777161991027,0.7142857093877552
I do get this.,See i do not get that.,I do not get this.,55.2831317171,0.8843713999,0.0,0.5454545404958678
The farm they had uh.,Even living on the farm they all had uh.,The farm they had uh.,40.8596742947,0.8674931526,0.0,0.5714285668367348
There was just so this whole.,There was just so much to this whole.,There was just so much of this whole.,83.7401138666,0.9491695166,0.5969491792019646,0.874999995
Who knows a thing when he is it them up.,Who knows a good thing when he is on to it calls them up.,Who knows a thing when he is itching to get them up.,56.4045914447,0.8042263985,0.31382954168146787,0.7692307642603551
And you can proposals twenty north clark street.,And you can drop off those proposals at twenty north clark street.,And you can make proposals twenty north clark street.,68.3663534341,0.9026099443000001,0.4008436038029662,0.7619047570068028
Do you what you dr.,Do you know what you want to dr.,Do you know what you dr.,67.4764725962,0.9160349369,0.5313746898412454,0.8333333284722222
You have it the middles.,You do not have it in the middle.,You have to have it in the middle.,70.4117729009,0.8765513897,0.6104735835807844,0.7999999950222222
I thought you how to this.,Here i thought you knew how to do this.,I thought you would know how to do this.,63.8489503825,0.9624062777000001,0.4518010018049224,0.6666666616666668
But if you there are registers.,But if you notice there are no registers in here.,But if you have a register.,36.2681580879,0.750833869,0.0,0.3749999953125
No you it.,No you should see it.,No you did not know it.,23.8588639711,0.6900758147,0.0,0.5454545404958678
I will worry it.,I will not have to worry about it.,I will worry about it.,56.4633184342,0.8574317694,0.3665113625996641,0.7692307644970415
Their life drawn christ.,Our life is drawn from christ.,Their life was drawn by christ.,46.155155976,0.8937275410000001,0.0,0.4999999950000001
Like we every bad thing could in my families.,Seems like we have got every bad thing there could be in our family.,Like we all know every bad thing could happen in my families.,39.5108728522,0.8715622425,0.0,0.4615384565680473
I think it would.,I think it would be wonderful.,I think it would.,52.137860485,0.8713351488000001,0.4739878501170792,0.7999999952000001
And he that bag down and he.,And then he put that bag down and he dug in again.,And he that bag down and he.,45.3852484467,0.8435828686,0.3112174468544584,0.7058823483737025
Your ankle together darren.,Put your ankles together darren.,Your ankle together darren.,72.2632579935,0.9553319216,0.0,0.4444444395061729
You can that.,Now you can open that.,You can do that.,33.115677216,0.8105996251,0.0,0.4444444395061729
And we lifetime that.,And we spend a lifetime that is right.,And we will never forget that.,21.9035700073,0.778558135,0.0,0.4285714236734694
I will him call.,I will give him a call.,I will not let him call.,36.4455833752,0.8008408546,0.0,0.6666666616666668
These does make any senses,Maybe maybe this does not make any sense to.,These do not make any sense.,44.7976269514,0.824868083,0.28319415510892393,0.5333333285333334
And we that as we look moses.,And we are going to see that as we look at moses.,And we think that as we look at moses.,61.4389596201,0.9136621952,0.523837587470595,0.7368421003878117
He real and i had your interview,He was real young and i had my interview in the.,He was real and i had your interview.,54.2482030733,0.8734851480000001,0.0,0.7368421003878117
Which adds bits.,Which adds a bit.,Which adds bits.,64.2394642395,0.9074946642,0.0,0.5714285665306124
They saw the man who had been possessed by the legion demons.,When they came to jesus they saw the man who had been possessed by the legion of demons.,They saw the man who had been possessed by the legion of demons.,74.9447854664,0.9551249146,0.643224856828013,0.7857142808163265
He iron with his multiples.,He is got iron with his multiples.,He irons with his multiples.,68.6496188843,0.9113780260000001,0.38498150077635496,0.6666666618055556
And say turn headings one six zero.,Just go ahead and say turn left heading one six zero.,And say turn headings one six zero.,51.6303444673,0.920627594,0.2493651438887133,0.5555555508024692
Little water shane.,Lleave a little water in there shane.,Little water shane.,42.706433055,0.8821120262000001,0.0,0.3999999958
I horse things.,I do not do any horse things.,I like horse things.,49.5919571649,0.8096654415000001,0.0,0.5999999952
Owners managers et cetera.,Managerial owners managers et cetera.,Owners managers et cetera.,68.3133189618,0.9765789509,0.5475182535069453,0.6666666617283951
She them up for worlds.,She would not give them up for the world.,She hung them up for worlds.,36.9601748309,0.7767220736,0.0,0.5333333285333334
But that should not differences.,But that should not make any difference.,But that should not be different.,63.2853830043,0.8158558607,0.37684991644924193,0.6153846104142012
It a packagings of kinds of and red.,It had a packaging of like kind of white and red.,It is a packagings of all kinds of and red.,43.2235126884,0.8769544363,0.0,0.5263157844875347
It i be back shortly.,Try it out i will be back shortly . @end.,It i will be back shortly.,63.970147585,0.8916413784,0.3960914423407551,0.6666666618666668
You had look.,You had to look close.,You had to have a look.,46.3749431396,0.8513016701,0.0,0.7272727223140496
His mothers fortyeight when he.,His mother was fortyeight when he was born.,His mother was fortyeight when he was born.,100.0,1.0000002384,1.0,0.999999995
And there is to.,And there is going to be even.,And there is to be.,46.2459369569,0.8320896626000001,0.0,0.8333333284722222
You lady or nothing.,You get leading lady or nothing.,You lady or nothing.,54.9546658755,0.8948599696,0.4739878501170792,0.7999999952000001
I know what in,I do not know what is got in.,I know what in the a.,39.8897316282,0.7278195620000001,0.0,0.5714285665306124
Times crowd coming.,What time is the crowd coming.,Times crowd coming.,50.212639577,0.8901290298000001,0.0,0.44444444000000005
Well he like.,Well he would like.,Well he likes.,39.1111368614,0.9077349305,0.0,0.5714285665306124
And i said this is what they are.,And i said well that is what they are going to think.,And i said this is what they are.,46.7880482435,0.8408149481,0.28617394805234075,0.6999999952000001
They paint trims the outside house.,They did paint the trim on the outside of the house.,They paint trims on the outside of the house.,69.9983675655,0.9699946642,0.5570438815301075,0.823529406782007
And they came it says they afraid.,And they came out it says they were afraid too.,And they came it says they were afraid.,75.94645244,0.9575127363,0.49228386893821685,0.8749999950781251
That loan i have.,That is the only loan i have.,That loan i have.,47.892820742,0.8953644037,0.3880684294761698,0.7272727226446282
You wateryeyed new age uh various theories of,All of the you know wateryeyed new age uh various theories of.,You wateryeyed new age uh various theories of new age.,71.0193044399,0.9508703947,0.4919533018641347,0.7368421003878117
How you going.,How are you going to.,How are you going.,82.2912604718,0.842754364,0.5789300674674098,0.8888888839506174
There lot more book.,There is a lot more in the book.,There is a lot more book.,72.9275994113,0.9428759217,0.5313746898412454,0.8571428522448981
It person above a petition commencing,It appears the persons named above filed a petition commencing.,It is a person above a petition beginning with,32.4864999025,0.8484252095,0.0,0.4444444395061729
And did you off.,And why did you run off.,And did you get off.,36.3569852861,0.8122475743,0.0,0.7272727223140496
And i think that line but i think.,And i think that line is really fuzzy but i think often.,And i think that line but i think.,54.1099165608,0.8404027224,0.394190106711426,0.7499999953125
My other one and apart.,My other one is tearing and falling apart.,My other one is a little different and apart.,47.6367849418,0.8464986682000001,0.32466791547509893,0.7058823479584776
I importance of craft.,I feel about the importance of craft.,I think the importance of craft.,67.7646369749,0.9582455158000001,0.5578002860768766,0.7692307642603551
Take six nph because i be low this.,Take six nph because i would be low with this then definitely.,Take six nph because i be low this.,44.797557227,0.9600050449,0.35049007520298736,0.7999999952000001
Crap its minds is.,Crap crap your mind is crap.,Crap its mind is.,27.0948349944,0.9008743167000001,0.0,0.6666666617283951
Chalk from the chalkboards.,Get chalk from the chalkboard.,Chalk from the chalkboards.,80.6283091402,0.8960748911,0.0,0.4444444395061729
Till it the point it immobilizes you.,Till it gets to the point where it totally immobilizes you.,Till it gets to the point where it immobilizes you.,81.8708420216,0.99198246,0.7426141117870938,0.9473684160664821
She just do control her body.,She just do not have no control over her body.,She just do not have control over her body.,87.6944511684,0.9670758247000001,0.710866788975034,0.9473684160664821
And get it set then.,And to get it set up then.,And get it set up then.,78.118380797,0.9751857519,0.7289545183625967,0.9230769181065088
Plans in areas that.,Plans in areas that are not selected.,Plans in areas that are not.,72.95121288,0.9501962066,0.7289545183625967,0.9230769181065088
Well evelyn me stay the book.,Well evelyn helped me stay with the book.,Well evelyn me stay in the book.,54.8973854762,0.8706283569000001,0.0,0.7999999950222222
It is catch it you know.,It is got a good catch to it you know.,It is catch it you know.,46.4633663113,0.8433525562,0.28695177126851573,0.7499999953125
Because i never i never sickness him at.,Because i never i never nag about sickness to him at all.,Because i never i never i never sick him at.,51.1690958712,0.8930776119,0.34786351577524227,0.6249999953125001
These you make humor.,That is how you make humor.,These are the things you make you laugh.,29.2288105626,0.8530837297,0.0,0.3076923027218935
Minutes they said we.,In a few minutes they said well we will.,Minutes later they said we should.,40.1475015811,0.9285712242,0.0,0.39999999520000007
With it way.,With it cut that way.,With it being the way.,36.0525448111,0.7951434851,0.0,0.5999999950000001
Harry all ways.,Harry went all the way.,Harry all the way.,62.0560750657,0.8710061312,0.5789300674674098,0.8888888839506174
And then all sudden it skyrocketing down.,And then all of a sudden it comes skyrocketing down.,And then all of sudden it skyrocketed down.,61.1341808103,0.9499760866,0.3229365231336652,0.7777777728395062
It boils six minute.,It boils for six minutes.,It boils for six minutes.,100.0,0.9999995828,1.0,0.999999995
Janine uses charlie times.,Janine uses charlie all the time.,Janine uses charlie times.,68.7502236414,0.8753442168000001,0.0,0.5999999952
And she but that to.,And she said but that is scary to do.,And she said she would do that to.,40.9698646299,0.7963612080000001,0.0,0.6249999950781252
They other side.,When they are driving on the other side.,They are on the other side.,56.0178012494,0.8680163622,0.48354474047437324,0.7142857093877552
And put it there.,And put it in there.,And put it there.,66.407093785,0.9498255849,0.0,0.8888888839506174
They r uat least by eight clock.,They go r uat least by eight of the clock.,They r uat least by eight clock.,63.3835282054,0.9626014233,0.42253730625110847,0.8235294069204152
You it you know i.,You know it is uh you know i.,You know it is i.,50.079649068,0.9506107569000001,0.3665113625996641,0.8333333284722222
And she and.,And she goes and.,And she was so nice.,34.8506056137,0.7381671667,0.0,0.4444444395061729
If i acted.,Than if i acted.,If i had acted.,40.1087349675,0.9167792797000001,0.0,0.4999999950000001
We do a little that.,So we might do a little of that.,We do a little of that.,64.4583858674,0.9320647717,0.608025321419836,0.7142857093877552
You somebody to in and.,You need somebody to come in and go.,You have to have somebody to come in and.,65.9564477921,0.9154955149,0.42728700639623407,0.7999999950222222
Because that what it.,Because that is what it was.,Because that is what it is.,83.3734112831,0.9234893322000001,0.6434588841607617,0.9090909041322315
It that there.,Put it on that railing over there.,It is that there.,23.8549374332,0.7415102720000001,0.0,0.36363635900826446
I did not think she part plains wife.,I just did not think she looked the part of a plains wife.,I did not think she was part plains wife.,53.7224836434,0.9383897781,0.2711802240737477,0.7272727224380167
You to adjust altitudes.,You have to adjust for altitude.,You need to adjust altitude.,53.9588744346,0.9526591301,0.0,0.7272727223140496
I i pay forty dollar and ups.,I would say i would expect to pay maybe forty dollars and up.,I pay forty dollar and ups.,29.9467267154,0.8558089733,0.0,0.44444444000000005
I would i him.,I would not be here i would have murdered him.,I would i would i would i would i would i would i would not tell him.,32.0821429797,0.7644146085,0.0,0.5333333285333334
Okay and then hips up.,Okay and then spring the hip up.,Okay and then hips up.,47.5631589655,0.9277912378000001,0.0,0.6666666618055556
You know what if you.,You know what if you go down to.,You know what if you do.,66.7119408014,0.8963696957,0.48354474047437324,0.7142857093877552
Yeah i tell him.,Yeah i will tell him.,Yeah i tell him.,56.1453398229,0.9597206116,0.0,0.8888888839506174
Which going drive which.,Which is going to drive which.,Which going to drive which.,80.7332561921,0.9902361631000001,0.6731821382417487,0.9090909041322315
I mean these some of things.,I mean these are some of the nittygritty things.,I mean these are some of the things that I mean.,63.3846595238,0.9007877707,0.5491004867761125,0.888888883888889
Lenore what it.,Lenore what is it do yo.,Lenore what is it.,73.8524432878,0.9404769540000001,0.4739878501170792,0.7999999952000001
That this where it.,That that is physically where it was.,That's where it is.,28.3387593911,0.8933607936,0.0,0.36363635900826446
You because you get down.,You see because you get a down.,You because you get down.,63.2866294717,0.8931343555000001,0.0,0.8333333284722222
Thereby as a healthy ma.,Thereby conceptualizing free will as similar to a healthy ma.,Thereby as a healthy ma.,31.0084686812,0.8424521685,0.24439253249722195,0.6666666622222223
Newspapers his lap.,Put the newspaper on his lap.,Newspapers on his lap.,57.5471053896,0.9316786528000001,0.4482700320176827,0.5999999952
I could believe it.,I could not believe it.,I could not believe it.,100.0,0.9999998808,1.0,0.999999995
Mhm tim these.,Mhm tim said that.,Mhm tim these.,33.7839143509,0.8419290781000001,0.0,0.5714285665306124
Tell me i can.,Tell me when i can look.,Tell me i can.,33.6433300458,0.8225220442000001,0.0,0.7999999952000001
Because uh i like guys him.,Because uh i like this guy love him.,Because uh i like guys like him.,58.7842200277,0.9304711223000001,0.3628241434631103,0.7142857093877552
That i do.,Now that i do not believe.,That i do not know.,40.3749729538,0.7803977132000001,0.0,0.5454545404958678
I they horsehooves in gelatin,I thought they used the horsehooves in for gelatin that is not so ?.,I think they are a little bit like a horse.,15.991283655,0.7678953409,0.0,0.1739130387145559
I am hip man i her debts.,I am hip man i got to get outa my debts.,I am hip man i have to pay her debts.,44.5377599461,0.8932469487,0.3809694917244035,0.6666666616780046
I think you think you its table.,I think you think you better go back to your table fast.,I think you think you think you think it is on the table.,45.7093181498,0.8552671671000001,0.2891784933232572,0.4444444395061729
And you got somebody.,And you got to have somebody.,And you got somebody.,63.0726169855,0.8851834536000001,0.0,0.7999999952000001
He would get paid week.,He would get paid once a week.,He would get paid every week.,64.9502296585,0.9078141451,0.42383656282787796,0.7692307642603551
I to somebody who.,I look up to somebody who is seventy.,I have to go to somebody who knows.,45.2967344423,0.6909065843000001,0.0,0.5333333283555556
Kim the nights i you.,Kim could not spend the night i told you.,Kim the nights i think i will not sleep.,30.8396332358,0.7637243271,0.0,0.35294117148788934
Yeah she is got boyfriends.,Yeah she is even got a boyfriend.,Yeah she is got boyfriends.,58.6492297947,0.9245332479,0.0,0.6666666618055556
He will you in bulgaria.,He will get you off in bulgaria.,He will be there in bulgaria.,53.1110073683,0.8931306601000001,0.0,0.6153846104142012
I i with these.,I t i agree with that.,I i i i with these.,29.104239251,0.7433440685,0.0,0.5999999952
Again i to his concerns in case scenario.,Again i was trying to reframe his concerns in the best case scenario.,Again i would like to add to his concerns in case scenario.,50.2417431992,0.8235363960000001,0.0,0.666666661701389
We to play them.,We all want to play with them.,We have to play them.,32.3321022499,0.773447156,0.0,0.6666666618055556
And she germany.,And she stayed in germany.,And she was from germany.,46.9438834172,0.875551343,0.0,0.5999999950000001
Oh i thought we were going the buttons phones.,We literally oh i thought we were going to wear out the buttons on the phone.,Oh i thought we were going to go to the buttons on the phones.,66.0275003534,0.8657982349000001,0.4409928765478172,0.6666666617283951
You it is hard for me.,You know it is like really hard for me.,You know it is hard for me.,59.8006306771,0.9368966818000001,0.5384952356064083,0.8749999950781251
Yeah but he like that.,Yeah but he just goes like that.,Yeah but he likes that.,48.9327985434,0.8079479337000001,0.0,0.6666666618055556
It lot first.,It hurt a lot at first.,It was a lot of first.,35.6522196544,0.8111689091000001,0.0,0.6666666616666668
And i hey we all codes.,And i said hey look we are all within the code.,And i hey we all know how to code.,25.1158317497,0.8264434338000001,0.0,0.5999999950500001
And you switch it.,And you can set a switch on it.,And you switch it off.,36.9886619382,0.8148674965,0.0,0.6153846106508877
You he the program.,You know he is on the program.,You he he he the program.,47.2893695034,0.8139848709,0.0,0.7272727226446282
Draw vodnoy behind get his pictures.,Could try to draw vodnoy from behind get his picture.,Draw vodnoy behind get his pictures.,59.2586958956,0.9503075480000001,0.0,0.49999999531250006
Like lebanon became.,Just like lebanon just became.,Like lebanon became.,53.9108250725,0.9530211091,0.0,0.49999999531250006
I eat ceviche.,I do not eat ceviche.,I eat ceviche.,63.4265881838,0.8382750154,0.0,0.7499999953125
